invoice_no,account_name,branch_code,pharmacy_id,alias_id,supplier_code,match_score,match_method,match_status,entry_date,total_after_discount,record_state
313699,Ph/Silver Care Harm Mall,719,,,,0.0,unmatched,UNMATCHED,06102025,3169.17,
313701,EL FAMILY NOZHA Station St.,736,,,,0.0,unmatched,UNMATCHED,19-Oct-2025,3708.03,CLSD
313702,Ph/family nozha 6th ZZone,714,,,,0.0,unmatched,UNMATCHED,08102025,4506.99,
313704,PY/Family Nozha-A,753,,,,0.0,unmatched,UNMATCHED,04102025,8099.37,CLSD
313705,City Care Obour 04,750,,,,0.0,unmatched,UNMATCHED,18102025,3227.45,CLSD
313707,sunrisee imbaba Mall,744,,,,0.0,unmatched,UNMATCHED,04102025,2296.1,CLSD
313708,Sunrise  Imbaba br.2,747,,,,0.0,unmatched,UNMATCHED,06102025,1996.65,CLSD
313709,Ph/Sunrise Imbaba-A97,782,,,,0.0,unmatched,UNMATCHED,15102025,3473.9,
313710,EL TOURATH FAISAL (2)560,717,,,,0.0,unmatched,UNMATCHED,15102025,4746.15,CLSD
313711,El Baraka Faisal (2),740,,,,0.0,unmatched,UNMATCHED,18102025,4033.61,
313712,Silver Care 011,782,,,,0.0,unmatched,UNMATCHED,27102025,3048.47,
313713,PY/silver crae,755,,,,0.0,unmatched,UNMATCHED,25102025,2416.86,
313714,el nile care 04,713,,,,0.0,unmatched,UNMATCHED,04102025,872.36,CLSD
313715,PY/NILLE CARE 04,701,,,,0.0,unmatched,UNMATCHED,19102025,2012.32,
313716,el Better Life Faial,751,,,,0.0,unmatched,UNMATCHED,04102025,811.75,
313718,El-eel baraka marg 011,726,,,,0.0,unmatched,UNMATCHED,20102025,2209.58,CLSD
313719,El-eel baraka marg 011,755,,,,0.0,unmatched,UNMATCHED,27102025,2429.64,CLSD
313720,Ph/Elite Haram838,764,,,,0.0,unmatched,UNMATCHED,23102025,2624.98,CLSD
313721,ElOmega Faisal Branch 1876,712,,,,0.0,unmatched,UNMATCHED,28102025,3475.68,CLSD
313722,Ph/Alpha Pharma,734,,,,0.0,unmatched,UNMATCHED,22102025,2660.93,
313723,EL Alpha Pharma br.2,764,,,,0.0,unmatched,UNMATCHED,22-Oct-2025,1218.12,CLSD
313725,el Omega Agami br.2,756,,,,0.0,unmatched,UNMATCHED,03102025,1429.03,CLSD
313727,el union pharm zayed-A,728,,,,0.0,unmatched,UNMATCHED,13102025,1387.49,
313728,EL better life nozha Branch 2,701,,,,0.0,unmatched,UNMATCHED,08-Oct-2025,2402.05,CLSD
313729,EL ZAHRAA WH-112,716,,,,0.0,unmatched,UNMATCHED,13102025,2077.25,
313731,PY/ELITE FAISAL WH-114,765,,,,0.0,unmatched,UNMATCHED,09102025,2308.6,
313734,El-PHARMA PPLUS Mall,774,,,,0.0,unmatched,UNMATCHED,21102025,3385.48,CLSD
313738,Miar 011,712,,,,0.0,unmatched,UNMATCHED,06102025,642.08,
313740,El-NILE  ACRE,748,,,,0.0,unmatched,UNMATCHED,26102025,4397.46,CLSD
313743,PY/sunriise montaza br.2,736,,,,0.0,unmatched,UNMATCHED,20-Oct-2025,4057.13,
313744,AL AMAL FAISAL,765,,,,0.0,unmatched,UNMATCHED,14102025,4499.46,
313745,El-Salamttek Faisal Branch 2,762,,,,0.0,unmatched,UNMATCHED,25102025,2011.45,CLSD
313747,EL NILE WH-130,759,,,,0.0,unmatched,UNMATCHED,25-Oct-2025,4250.5,CLSD
313748,EL nile care faisal,771,,,,0.0,unmatched,UNMATCHED,04102025,4032.02,
313750,EL nile care faisal,774,,,,0.0,unmatched,UNMATCHED,02102025,948.27,
313751,Nile Caare Faisal 04,733,,,,0.0,unmatched,UNMATCHED,12102025,2406.97,
313752,Ph/ile care faisal Mall809,776,,,,0.0,unmatched,UNMATCHED,15102025,3217.68,CLSD
313754,PY/star care fasial,730,,,,0.0,unmatched,UNMATCHED,02-Oct-2025,6540.28,
313755,green leaf Branch 1,720,,,,0.0,unmatched,UNMATCHED,05102025,2641.94,
313757,Meetro,781,,,,0.0,unmatched,UNMATCHED,20-Oct-2025,1785.53,CLSD
313758,Phh/METRO,719,,,,0.0,unmatched,UNMATCHED,16102025,5648.48,CLSD
313759,P HALPHA PHARMA REHAB VIEW Mall83,757,,,,0.0,unmatched,UNMATCHED,08102025,5318.58,CLSD
313762,al amal,737,,,,0.0,unmatched,UNMATCHED,04102025,3248.34,
313763,PY/Al Amal 011,730,,,,0.0,unmatched,UNMATCHED,10102025,2226.03,
313764,pharma plus dokki SStation St.102,752,,,,0.0,unmatched,UNMATCHED,05102025,2972.34,
313766,PYY/el hokama faisal,767,,,,0.0,unmatched,UNMATCHED,04102025,3642.19,CLSD
313768,PY/el hoama faisal,741,,,,0.0,unmatched,UNMATCHED,15102025,3166.04,
313769,EL NILE CARE FAISAL Mall,739,,,,0.0,unmatched,UNMATCHED,19-Oct-2025,3414.41,
313771,el SEHA FIRST 6th Zone,717,,,,0.0,unmatched,UNMATCHED,09102025,1785.07,
313772,el Seha First Branch 1,777,,,,0.0,unmatched,UNMATCHED,23-Oct-2025,6903.29,
313773,PY/Metro Faisal (2),776,,,,0.0,unmatched,UNMATCHED,08102025,2795.73,
313774,PY/Metro Faisal (2),718,,,,0.0,unmatched,UNMATCHED,05102025,1891.57,
313775,Hope Imbaba Main Raod,780,,,,0.0,unmatched,UNMATCHED,20102025,8941.43,CLSD
313776,Ph/ope Imbaba753,718,,,,0.0,unmatched,UNMATCHED,24-Oct-2025,9582.66,CLSD
313777,El-El Barraka ct City,704,,,,0.0,unmatched,UNMATCHED,12102025,1591.03,
313779,el BETTER LIFE FAISAL Branch 1,711,,,,0.0,unmatched,UNMATCHED,16-Oct-2025,4443.45,CLSD
313783,el El Shifa Branch 2,737,,,,0.0,unmatched,UNMATCHED,16102025,987.34,CLSD
313784,EL El Shifa-A,752,,,,0.0,unmatched,UNMATCHED,16102025,1995.21,CLSD
313785,EL SHIFA Main Road,717,,,,0.0,unmatched,UNMATCHED,25102025,1271.13,CLSD
313788,el star care nozha,721,,,,0.0,unmatched,UNMATCHED,01102025,2139.34,
313789,el City Care Smouuha br.2,742,,,,0.0,unmatched,UNMATCHED,05102025,4031.93,CLSD
313790,PY/el nasri mbaba-A,755,,,,0.0,unmatched,UNMATCHED,17102025,3269.01,CLSD
313792,el ANGEL IMBABBA Mall542,741,,,,0.0,unmatched,UNMATCHED,26102025,2484.08,
313793,Angel Imbaba,752,,,,0.0,unmatched,UNMATCHED,21102025,3767.09,CLSD
313794,Ph/salamtek square br.2,735,,,,0.0,unmatched,UNMATCHED,14102025,3970.69,
313796,EL El Zahraa Faisal,747,,,,0.0,unmatched,UNMATCHED,23-Oct-2025,6422.87,CLSD
313797,PY/blue wave Branch 1,746,,,,0.0,unmatched,UNMATCHED,09102025,886.15,CLSD
313798,PH CITY CARE FAISAL407,759,,,,0.0,unmatched,UNMATCHED,25102025,1362.87,
313800,EL Sunrise-A326,745,,,,0.0,unmatched,UNMATCHED,01102025,1345.87,CLSD
313801,EL Sunries-A326,760,,,,0.0,unmatched,UNMATCHED,10-Oct-2025,6967.36,CLSD
313803,El--Elite Oct City (2),775,,,,0.0,unmatched,UNMATCHED,07102025,1520.4,
313804,El--Elite Oct City (2),711,,,,0.0,unmatched,UNMATCHED,04102025,3449.31,CLSD
313806,ELITE OCT CITY Main Road,735,,,,0.0,unmatched,UNMATCHED,13102025,388.78,
313807,El--Elite Oct City (2),728,,,,0.0,unmatched,UNMATCHED,19102025,2178.47,
313810,PY/Sunrise Agami Main Road,747,,,,0.0,unmatched,UNMATCHED,16-Oct-2025,1015.3,
313812,PY/Seha FirstF aisal 011,777,,,,0.0,unmatched,UNMATCHED,17-Oct-2025,1471.62,
313813,PY/Seha First Faisal Mall,765,,,,0.0,unmatched,UNMATCHED,12102025,4496.9,
313815,Angell 04,743,,,,0.0,unmatched,UNMATCHED,02102025,5914.17,
313816,Angel 04,736,,,,0.0,unmatched,UNMATCHED,13102025,3387.37,CLSD
313817,Elite,730,,,,0.0,unmatched,UNMATCHED,23102025,2643.47,
313820,blue wave Main Rad,753,,,,0.0,unmatched,UNMATCHED,26102025,1917.37,CLSD
313821,El-Golden Care Mall,736,,,,0.0,unmatched,UNMATCHED,04102025,2031.32,
313824,el Pharma Plus Faisal Mall609,702,,,,0.0,unmatched,UNMATCHED,14102025,3255.76,
313826,El-Silver Care Faisal br.2,752,,,,0.0,unmatched,UNMATCHED,24102025,1767.82,CLSD
313827,PY/Silver Care Faisal Station St.,782,,,,0.0,unmatched,UNMATCHED,04102025,2219.57,CLSD
313828,PYs/ilver care faisal 011,706,,,,0.0,unmatched,UNMATCHED,07102025,5866.67,
313829,El-Silver Care Faisal br.2,750,,,,0.0,unmatched,UNMATCHED,12102025,3515.95,CLSD
313830,FAIMLY,762,,,,0.0,unmatched,UNMATCHED,20102025,11710.78,
313833,El-Hope Madi,726,,,,0.0,unmatched,UNMATCHED,13102025,3148.99,
313834,EL Hope Maadi,713,,,,0.0,unmatched,UNMATCHED,25102025,6196.11,
313836,el Silver Care Faisal Mall,782,,,,0.0,unmatched,UNMATCHED,26102025,7494.08,
313838,EL Angel Dokki-A,772,,,,0.0,unmatched,UNMATCHED,24102025,1477.66,
313839,EL Salamtek Branch 1,733,,,,0.0,unmatched,UNMATCHED,12102025,7523.16,CLSD
313840,SALAMTEK Main RRoad,747,,,,0.0,unmatched,UNMATCHED,11102025,5279.1,CLSD
313842,Ph/Mira Main Road,742,,,,0.0,unmatched,UNMATCHED,02102025,3880.24,CLSD
313843,PH metro faisal Station St.,720,,,,0.0,unmatched,UNMATCHED,03102025,5222.87,
313844,METRO FAIASL (2),779,,,,0.0,unmatched,UNMATCHED,11102025,1310.85,CLSD
313845,PY/metro faissal Station St.,765,,,,0.0,unmatched,UNMATCHED,16102025,1985.25,
313846,Life Line br.2,733,,,,0.0,unmatched,UNMATCHED,10102025,2578.67,
313847,PY/Ebn Sina 04,739,,,,0.0,unmatched,UNMATCHED,20102025,6169.92,
313849,EL HOKAMA WH-232,759,,,,0.0,unmatched,UNMATCHED,26102025,3787.97,CLSD
313850,PY/el hokama dokki-A,732,,,,0.0,unmatched,UNMATCHED,03102025,4909.73,
313853,el El Nasr Haram br.2,716,,,,0.0,unmatched,UNMATCHED,08102025,2711.69,
313854,el llife ine,724,,,,0.0,unmatched,UNMATCHED,26102025,1212.61,CLSD
313860,Ph/AL NOZHA FAISAL Branch 2,780,,,,0.0,unmatched,UNMATCHED,18102025,6514.49,CLSD
313861,metro,712,,,,0.0,unmatched,UNMATCHED,05-Oct-2025,2938.78,CLSD
313862,E LMETRO,714,,,,0.0,unmatched,UNMATCHED,01102025,11392.57,CLSD
313864,golden care faisal br.2,736,,,,0.0,unmatched,UNMATCHED,21-Oct-2025,1648.4,
313865,Omega Main Road919,778,,,,0.0,unmatched,UNMATCHED,28102025,1281.34,
313867,Angel 6th Zone,751,,,,0.0,unmatched,UNMATCHED,03102025,1956.57,
313868,Angel 6th Zone,739,,,,0.0,unmatched,UNMATCHED,05102025,2989.55,CLSD
313870,EL care 24 sevne (2)699,776,,,,0.0,unmatched,UNMATCHED,19102025,6142.68,CLSD
313871,Ph/mira rehab view Mall,705,,,,0.0,unmatched,UNMATCHED,21102025,2429.12,
313872,MIRA REHAB VIEW 6th Zone,710,,,,0.0,unmatched,UNMATCHED,13102025,1640.77,CLSD
313873,Mira Rehab View,757,,,,0.0,unmatched,UNMATCHED,12102025,2637.33,CLSD
313875,Mira Rehab View,714,,,,0.0,unmatched,UNMATCHED,27-Oct-2025,3492.87,CLSD
313879,omega shubra,748,,,,0.0,unmatched,UNMATCHED,08-Oct-2025,1624.66,CLSD
313883,EL ZAHRAA NOZHA Station St.,759,,,,0.0,unmatched,UNMATCHED,24102025,3394.11,CLSD
313884,Ph/el zahrraa nozha Mall,778,,,,0.0,unmatched,UNMATCHED,11102025,5271.29,
313887,Ph/silvercare nozha Station St.,767,,,,0.0,unmatched,UNMATCHED,05102025,3176.3,CLSD
313890,el Heealth Gate,761,,,,0.0,unmatched,UNMATCHED,02-Oct-2025,1753.26,
313893,Gollden Care Obour378,760,,,,0.0,unmatched,UNMATCHED,25102025,693.67,
313894,Ph/CIYT CARE FAISAL,782,,,,0.0,unmatched,UNMATCHED,16102025,6734.83,
313896,FAMILY FAISAL Branch 2,705,,,,0.0,unmatched,UNMATCHED,05102025,4104.17,
313898,El-Alpha Pharma Dokki (2),746,,,,0.0,unmatched,UNMATCHED,02102025,3184.32,CLSD
313900,El-Al Amal Faisal Main Road,758,,,,0.0,unmatched,UNMATCHED,07102025,4609.95,
313901,el AL NOZHA Main Road,755,,,,0.0,unmatched,UNMATCHED,13102025,2619.79,CLSD
313905,El-El Zahraa Branch 1,701,,,,0.0,unmatched,UNMATCHED,06102025,1574.17,
313906,El-El Zharaa Branch 1,761,,,,0.0,unmatched,UNMATCHED,03102025,5162.65,
313907,Ph/Hope Dokki Station St.,771,,,,0.0,unmatched,UNMATCHED,20102025,6041.94,CLSD
313908,HOPE DOKKI 04,768,,,,0.0,unmatched,UNMATCHED,04-Oct-2025,4565.04,
313910,EL hope dokki Station St.,735,,,,0.0,unmatched,UNMATCHED,21-Oct-2025,4451.62,CLSD
313912,E sunrise-A,729,,,,0.0,unmatched,UNMATCHED,18102025,1993.98,
313913,PY/sunris eBranch 2,763,,,,0.0,unmatched,UNMATCHED,04102025,7806.94,
313914,Ph/star care BBranch 1,767,,,,0.0,unmatched,UNMATCHED,11102025,2951.28,
313915,PY/STAR CARE Brannch 2,716,,,,0.0,unmatched,UNMATCHED,22102025,3367.21,
313918,el mis rfaisal (2),701,,,,0.0,unmatched,UNMATCHED,21102025,1265.11,
313921,hope,767,,,,0.0,unmatched,UNMATCHED,28102025,825.34,
313922,Hope 11,723,,,,0.0,unmatched,UNMATCHED,19102025,1357.04,
313923,el HOPE Mall,736,,,,0.0,unmatched,UNMATCHED,27102025,1668.11,
313924,PY/MIRA Sttion St.,782,,,,0.0,unmatched,UNMATCHED,25102025,1660.73,CLSD
313926,el Mira-A6664,711,,,,0.0,unmatched,UNMATCHED,24102025,4040.13,
313933,A LNOZHA955,715,,,,0.0,unmatched,UNMATCHED,27102025,2681.01,
313935,PY/Union Pharm Obour Station St.,743,,,,0.0,unmatched,UNMATCHED,08102025,2399.45,CLSD
313938,PH Union Pharm Obour Main Road,775,,,,0.0,unmatched,UNMATCHED,14102025,5382.31,
313941,ebn sina (2),774,,,,0.0,unmatched,UNMATCHED,23102025,7478.6,
313942,PH HOPE WH-325,775,,,,0.0,unmatched,UNMATCHED,13102025,1699.41,
313943,El-Dr Medhat Faisal Mall,773,,,,0.0,unmatched,UNMATCHED,19102025,4744.84,CLSD
313946,El-Dr Medhat FaisalM all,720,,,,0.0,unmatched,UNMATCHED,08102025,2388.2,
313948,Blue Wave Smouha Main Road,717,,,,0.0,unmatched,UNMATCHED,11102025,658.82,CLSD
313949,EL BARAKA HELWAN Mall,782,,,,0.0,unmatched,UNMATCHED,04102025,8521.34,
313951,EL life line Station St.,707,,,,0.0,unmatched,UNMATCHED,25102025,3066.04,
313952,Hope Montaza Branch 1685,755,,,,0.0,unmatched,UNMATCHED,04102025,1418.22,
313953,HOPE MONTAZA Branch 1,721,,,,0.0,unmatched,UNMATCHED,02102025,2159.82,
313959,PY/AngeFaisal Main Road,745,,,,0.0,unmatched,UNMATCHED,11102025,2855.52,CLSD
313961,Misr Square Mall,720,,,,0.0,unmatched,UNMATCHED,24102025,4617.79,
313962,Anel Nozha br.2,702,,,,0.0,unmatched,UNMATCHED,24102025,4192.31,
313964,Phama Plus Mall,770,,,,0.0,unmatched,UNMATCHED,07102025,5282.37,
313965,Angel Obour 011,731,,,,0.0,unmatched,UNMATCHED,16102025,1950.94,CLSD
313967,El-EL HOKAMA 6th Zone,737,,,,0.0,unmatched,UNMATCHED,27102025,4300.89,CLSD
313968,El-EL OHKAMA 6th Zone,730,,,,0.0,unmatched,UNMATCHED,17102025,2611.68,
313969,EL EL HOKAMA6 th Zone,758,,,,0.0,unmatched,UNMATCHED,23102025,3856.95,
313970,PH Green Leaf Square,781,,,,0.0,unmatched,UNMATCHED,06-Oct-2025,2936.3,CLSD
313971,EL GREEN LEAF SQUARE Main Road,750,,,,0.0,unmatched,UNMATCHED,11102025,1778.9,CLSD
313974,EL family shubra br.2,769,,,,0.0,unmatched,UNMATCHED,25-Oct-2025,4853.14,CLSD
313977,El-el hokama faisal 011,737,,,,0.0,unmatched,UNMATCHED,22102025,4394.77,CLSD
313978,el hokama faisal 6th Zone469,772,,,,0.0,unmatched,UNMATCHED,18102025,2122.87,CLSD
313979,el al amal faisal,753,,,,0.0,unmatched,UNMATCHED,13102025,3514.85,
313981,EL family faisal Station St.,739,,,,0.0,unmatched,UNMATCHED,28-Oct-2025,3927.76,
313982,El-Golden Care Faisa Station St.,754,,,,0.0,unmatched,UNMATCHED,14102025,1526.32,CLSD
313983,PY/AL NOZHA FAISAL Branch 1,769,,,,0.0,unmatched,UNMATCHED,20-Oct-2025,982.06,
313984,SUNRRISE Branch 1,759,,,,0.0,unmatched,UNMATCHED,27102025,6519.15,
313985,Sunrise br.2,713,,,,0.0,unmatched,UNMATCHED,05102025,3783.11,CLSD
313986,el hope faisal Brranch 1,709,,,,0.0,unmatched,UNMATCHED,02-Oct-2025,3500.31,CLSD
313987,Hope Faiial-A,745,,,,0.0,unmatched,UNMATCHED,28102025,6235.97,
313988,Hope Faaisal,717,,,,0.0,unmatched,UNMATCHED,09102025,3182.72,CLSD
313989,el HOPE FAISAL Branch 1111,769,,,,0.0,unmatched,UNMATCHED,05102025,2231.99,CLSD
313992,EL Ange Nozha Branch 2,744,,,,0.0,unmatched,UNMATCHED,09102025,2974.61,
313994,El-ELITE Station t.,737,,,,0.0,unmatched,UNMATCHED,02102025,2786.5,
313995,El-ELITE Station St.,772,,,,0.0,unmatched,UNMATCHED,18102025,9840.44,CLSD
313996,El-ELITE Station St.,725,,,,0.0,unmatched,UNMATCHED,11102025,3994.81,CLSD
313997,el Seha iFrst,717,,,,0.0,unmatched,UNMATCHED,03102025,2658.66,
314000,seha first Branch 1,738,,,,0.0,unmatched,UNMATCHED,07-Oct-2025,1634.58,
314001,El Braka,710,,,,0.0,unmatched,UNMATCHED,01102025,3759.17,
314002,el OMEGA OBOUR br.2,746,,,,0.0,unmatched,UNMATCHED,15-Oct-2025,2785.31,CLSD
314003,El-OMEGA OBOUR 6th Zone388,780,,,,0.0,unmatched,UNMATCHED,17102025,2543.65,
314007,PY/salamtek faisal 011232,761,,,,0.0,unmatched,UNMATCHED,13102025,4695.26,
314010,metro nozha 011,772,,,,0.0,unmatched,UNMATCHED,27102025,1703.51,
314011,Ph/GGreen Leaf 04,752,,,,0.0,unmatched,UNMATCHED,22-Oct-2025,2585.26,CLSD
314012,PH metro faiisal,772,,,,0.0,unmatched,UNMATCHED,02102025,1689.54,CLSD
314013,Metro Faisal Branch 2,772,,,,0.0,unmatched,UNMATCHED,09-Oct-2025,7608.97,CLSD
314014,Metro Faaisal 04,707,,,,0.0,unmatched,UNMATCHED,06102025,1137.49,
314016,EL life line helwan 011,726,,,,0.0,unmatched,UNMATCHED,20102025,2479.56,
314019,El-El Shifa Obour,715,,,,0.0,unmatched,UNMATCHED,14102025,1500.07,
314020,el shifa obour 2()153,763,,,,0.0,unmatched,UNMATCHED,20102025,4812.1,
314021,EL Ebn Sina Branch 2,719,,,,0.0,unmatched,UNMATCHED,18102025,2776.09,CLSD
314022,Ph/Ebn Sina br.2,737,,,,0.0,unmatched,UNMATCHED,03102025,4628.54,
314023,PY/EBN SINA Braanch 1,751,,,,0.0,unmatched,UNMATCHED,26102025,2653.98,
314024,EL Ebn Sina,725,,,,0.0,unmatched,UNMATCHED,17-Oct-2025,4031.84,CLSD
314025,Mira Mohandessin 04,745,,,,0.0,unmatched,UNMATCHED,18-Oct-2025,5761.56,
314029,el alpha hparma,779,,,,0.0,unmatched,UNMATCHED,03102025,1864.67,
314030,alpha pharma Station St.,714,,,,0.0,unmatched,UNMATCHED,15102025,3912.8,CLSD
314033,Green Leaf Agami 04,765,,,,0.0,unmatched,UNMATCHED,26102025,1084.56,CLSD
314036,El-hope maadi 011,701,,,,0.0,unmatched,UNMATCHED,03102025,3678.36,CLSD
314037,EL HOPE MAADI Main Road,754,,,,0.0,unmatched,UNMATCHED,17102025,1304.81,
314038,lif eline moandessin-A,752,,,,0.0,unmatched,UNMATCHED,09102025,4123.67,
314040,PH HEALTH GATE 6th Zone,748,,,,0.0,unmatched,UNMATCHED,02102025,3518.61,CLSD
314041,el Al Nozha Ibmaba Brannch 2,707,,,,0.0,unmatched,UNMATCHED,24102025,4557.18,
314042,PY/al nozha imbaba Branch 2760,721,,,,0.0,unmatched,UNMATCHED,12102025,2815.31,CLSD
314043,Al Nozha Imbaba 6th Zone,749,,,,0.0,unmatched,UNMATCHED,27102025,1929.76,CLSD
314044,Al Nozha Imbaba 6th Zone,772,,,,0.0,unmatched,UNMATCHED,02102025,2524.89,
314045,PH misr mohandessin 6th Zone,756,,,,0.0,unmatched,UNMATCHED,16102025,1284.22,CLSD
314046,El-al ama l6th Zone,702,,,,0.0,unmatched,UNMATCHED,06102025,2363.7,CLSD
314047,PY/Seha First Madi-A,749,,,,0.0,unmatched,UNMATCHED,03102025,4930.14,CLSD
314049,elE L BARAKA Main Road,713,,,,0.0,unmatched,UNMATCHED,20102025,6712.09,
314050,PH Mtro Station St.,702,,,,0.0,unmatched,UNMATCHED,15102025,8722.61,
314051,Metro (2),749,,,,0.0,unmatched,UNMATCHED,14102025,2032.76,
314052,Omega Nozha Branch 1,775,,,,0.0,unmatched,UNMATCHED,20102025,953.0,
314054,El-ngel Helwan,747,,,,0.0,unmatched,UNMATCHED,25102025,2410.96,CLSD
314055,Angel Helwan,745,,,,0.0,unmatched,UNMATCHED,27102025,4553.2,CLSD
314058,EL Nile Care Mohandessin Station St.,760,,,,0.0,unmatched,UNMATCHED,12102025,4919.55,CLSD
314063,PY/Star Care Rehab View Branch 2,720,,,,0.0,unmatched,UNMATCHED,24102025,2337.94,CLSD
314064,Ph/Star Care Rehab View Main Road,716,,,,0.0,unmatched,UNMATCHED,21-Oct-2025,1813.96,CLSD
314065,PY/Star Care Rehab View Branch 2,738,,,,0.0,unmatched,UNMATCHED,20102025,1092.36,
314066,EL ELITE WH-449,723,,,,0.0,unmatched,UNMATCHED,24102025,1824.86,
314067,PY/elite (2),705,,,,0.0,unmatched,UNMATCHED,11102025,7752.85,CLSD
314068,EL Elite,702,,,,0.0,unmatched,UNMATCHED,11102025,10634.05,CLSD
314069,ELBETTER LIFE,781,,,,0.0,unmatched,UNMATCHED,28102025,3730.98,
314070,ebn sina mohandessin th Zone,722,,,,0.0,unmatched,UNMATCHED,28102025,3359.24,
314071,El-Ebn Sna Mohandessin br.2,717,,,,0.0,unmatched,UNMATCHED,16102025,1480.68,CLSD
314072,ebn sina mohandessin th Zone,755,,,,0.0,unmatched,UNMATCHED,12102025,3754.71,CLSD
314073,EL Pharma Plus (2),717,,,,0.0,unmatched,UNMATCHED,02102025,1729.87,
314075,PH Al Amal Mohandessin Branch 2,711,,,,0.0,unmatched,UNMATCHED,10102025,2173.43,
314076,PH Al Amal Mohandessi Branch 2,781,,,,0.0,unmatched,UNMATCHED,06102025,2041.35,CLSD
314077,Ph/Ebn Sina585,742,,,,0.0,unmatched,UNMATCHED,07102025,1069.04,
314078,ebn  sina,740,,,,0.0,unmatched,UNMATCHED,26102025,1781.04,CLSD
314079,PH Health Gat Smouha 04,718,,,,0.0,unmatched,UNMATCHED,16102025,146.05,
314082,EL Care 24 Seven 6t Zone,713,,,,0.0,unmatched,UNMATCHED,06102025,6324.17,CLSD
314083,el Salmatek Mohandessin Branch 2618,775,,,,0.0,unmatched,UNMATCHED,06102025,1111.81,
314085,EL el tourath faisal Branch 2,721,,,,0.0,unmatched,UNMATCHED,13102025,3356.63,
314086,elite helwan Branc 1,715,,,,0.0,unmatched,UNMATCHED,20-Oct-2025,3194.94,CLSD
314087,el elit helwan,717,,,,0.0,unmatched,UNMATCHED,18-Oct-2025,3597.58,
314088,Eliet Helwan Branch 2,736,,,,0.0,unmatched,UNMATCHED,06102025,5093.1,
314089,el faraby mohandessin Mall,764,,,,0.0,unmatched,UNMATCHED,13102025,3561.7,
314091,el faraby mohandessin Mall,703,,,,0.0,unmatched,UNMATCHED,06102025,5921.6,
314093,ELITE 011,746,,,,0.0,unmatched,UNMATCHED,10102025,2842.65,
314095,el elite Mall,765,,,,0.0,unmatched,UNMATCHED,16-Oct-2025,1531.52,CLSD
314097,El-MIRA BANHA Mall173,757,,,,0.0,unmatched,UNMATCHED,08102025,1603.86,CLSD
314098,El-MIRA BANHA Mall173,744,,,,0.0,unmatched,UNMATCHED,12-Oct-2025,998.03,CLSD
314099,PH/ALPHA PHARMA WH-482,731,,,,0.0,unmatched,UNMATCHED,07102025,5830.72,CLSD
314104,Bettter Life Station St.,702,,,,0.0,unmatched,UNMATCHED,26-Oct-2025,4705.64,
314105,el Better Life-A,775,,,,0.0,unmatched,UNMATCHED,08102025,552.04,
314107,Ph/GREEN LEAF MOHANEDSSIN 04,754,,,,0.0,unmatched,UNMATCHED,13102025,1926.9,
314108,EL angel Branch 1,723,,,,0.0,unmatched,UNMATCHED,08102025,3929.73,CLSD
314109,PH Green Leaf Mohandessin Mall,714,,,,0.0,unmatched,UNMATCHED,12102025,1810.09,CLSD
314110,EL health gate mohandessin  (2),771,,,,0.0,unmatched,UNMATCHED,15102025,5989.74,CLSD
314111,el Health Gate Mohandessin 6th Zone79,708,,,,0.0,unmatched,UNMATCHED,26102025,1668.85,
314113,el health gate moohandessin Branch 1,704,,,,0.0,unmatched,UNMATCHED,10102025,3087.39,
314114,PY/health gtae mohandessinM ain Road177,778,,,,0.0,unmatched,UNMATCHED,06102025,3266.83,
314116,PY/ELITE OBOUR,781,,,,0.0,unmatched,UNMATCHED,06102025,6887.83,CLSD
314117,PY/UNION PHARM MAADI Mall186,745,,,,0.0,unmatched,UNMATCHED,28102025,3430.7,CLSD
314119,PY/UNION PHARM MAADI Mall186,718,,,,0.0,unmatched,UNMATCHED,03102025,2968.19,CLSD
314121,PH Mira Mohandessin,760,,,,0.0,unmatched,UNMATCHED,18102025,1778.77,
314123,betterr llife,743,,,,0.0,unmatched,UNMATCHED,12102025,3751.92,
314125,Alpha Pharma Mohandessin,766,,,,0.0,unmatched,UNMATCHED,22102025,3412.19,
314126,Alpha Pharma Mohandessin Branch 1,773,,,,0.0,unmatched,UNMATCHED,25102025,831.95,CLSD
314128,EL El Hokama,736,,,,0.0,unmatched,UNMATCHED,28102025,2098.92,CLSD
314129,HOPE tation St.,776,,,,0.0,unmatched,UNMATCHED,06-Oct-2025,1260.25,
314131,el City Care Branch 1,767,,,,0.0,unmatched,UNMATCHED,04102025,3307.9,
314132,city care br.2,708,,,,0.0,unmatched,UNMATCHED,26102025,4614.22,
314133,misr 011,714,,,,0.0,unmatched,UNMATCHED,08102025,5490.84,CLSD
314134,MISR 011 WH-517,750,,,,0.0,unmatched,UNMATCHED,28-Oct-2025,3809.99,CLSD
314135,misr 011,724,,,,0.0,unmatched,UNMATCHED,12102025,3204.85,
314139,Ph/Nile Care Mohhandessin402,762,,,,0.0,unmatched,UNMATCHED,17102025,2219.21,
314142,STAR CRAE 01161,753,,,,0.0,unmatched,UNMATCHED,04102025,2812.47,CLSD
314143,el EL FARBY MOHANDESSIN 6th Zone,770,,,,0.0,unmatched,UNMATCHED,04-Oct-2025,810.19,
314144,el metromohandesin Mall,733,,,,0.0,unmatched,UNMATCHED,11-Oct-2025,5155.7,
