doc_no,account_ref,doc_date,doc_time,doc_type,line_count
301088,P:1673,06/12/2024,12:34,INV,9
301090,P:1673,18/12/2024,08:26,INV,9
301092,P:1674,09/12/2024,20:36,INV,4
301093,P:1674,19/12/2024,08:29,INV,3
301096,P:1703,02/12/2024,13:07,INV,12
301097,P:1703,23/12/2024,11:51,INV,6
301100,P:1709,14/12/2024,14:45,INV,9
301101,P:1709,20/12/2024,16:06,INV,4
301103,P:1710,25/12/2024,16:44,INV,11
301104,P:1710,21/12/2024,11:59,INV,5
301105,P:1718,06/12/2024,10:10,INV,6
301107,P:1732,14/12/2024,14:35,INV,6
301109,P:1733,24/12/2024,12:06,INV,14
301111,P:1734,16/12/2024,12:46,INV,7
301112,P:1734,05/12/2024,11:19,INV,3
301114,P:1736,15/12/2024,09:36,INV,7
301117,P:1748,01/12/2024,11:30,INV,10
301118,P:1750,26/12/2024,12:12,INV,8
301119,P:1750,24/12/2024,12:11,INV,7
301121,P:1774,25/12/2024,14:59,INV,5
301122,P:1776,26/12/2024,09:36,INV,10
301124,P:1781,05/12/2024,13:38,INV,4
301125,P:1791,04/12/2024,09:01,INV,7
301129,P:1795,24/12/2024,08:10,INV,6
301130,P:1795,21/12/2024,12:02,INV,8
301131,P:1795,25/12/2024,15:35,INV,10
301133,P:1805,14/12/2024,10:39,INV,4
301135,P:1822,05/12/2024,15:08,INV,10
301136,P:1822,18/12/2024,12:41,INV,6
301141,P:1833,06/12/2024,08:08,INV,4
301144,P:1860,16/12/2024,09:22,INV,4
301150,P:1879,28/12/2024,11:39,INV,5
301151,P:1897,09/12/2024,15:48,INV,12
301152,P:1905,22/12/2024,10:15,INV,4
301153,P:1905,03/12/2024,13:07,INV,4
301156,P:1911,13/12/2024,17:44,INV,6
301157,P:1912,10/12/2024,12:54,INV,5
301158,P:1912,22/12/2024,14:15,INV,6
301159,P:1912,07/12/2024,11:44,INV,6
301161,P:1919,15/12/2024,10:16,INV,9
301162,P:1919,07/12/2024,12:25,INV,9
301166,P:1935,18/12/2024,11:27,INV,7
301168,P:1935,15/12/2024,15:13,INV,4
301171,P:1941,15/12/2024,12:24,INV,8
301173,P:1942,08/12/2024,16:07,INV,3
301178,P:1953,21/12/2024,12:12,INV,5
301181,P:1958,08/12/2024,13:03,INV,5
301183,P:1958,12/12/2024,10:47,INV,8
301184,P:1958,09/12/2024,19:06,INV,12
301185,P:1959,07/12/2024,10:04,INV,5
301195,P:1996,18/12/2024,10:15,INV,10
301196,P:1997,16/12/2024,13:26,INV,11
301198,P:2004,06/12/2024,09:29,INV,8
301201,P:2016,07/12/2024,11:15,INV,6
9301201,P:2016,07/12/2024,14:15,CR,2
301202,P:2021,14/12/2024,15:29,INV,3
301205,P:2031,15/12/2024,14:43,INV,5
301206,P:2031,18/12/2024,09:52,INV,5
301207,P:2031,03/12/2024,10:36,INV,9
301208,P:2034,02/12/2024,14:48,INV,9
301212,P:2045,06/12/2024,13:09,INV,5
301213,P:2045,22/12/2024,14:20,INV,4
301215,P:2047,22/12/2024,13:37,INV,4
301219,P:2054,10/12/2024,15:56,INV,5
301223,P:2087,26/12/2024,13:41,INV,5
301224,P:2087,08/12/2024,13:40,INV,4
301225,P:2091,20/12/2024,13:21,INV,13
301226,P:2100,24/12/2024,10:51,INV,6
301227,P:2100,26/12/2024,15:49,INV,6
301228,P:2100,22/12/2024,08:24,INV,14
301229,P:2104,19/12/2024,10:45,INV,9
301230,P:2104,25/12/2024,13:01,INV,8
301231,P:2104,18/12/2024,17:10,INV,2
301233,P:2110,10/12/2024,11:31,INV,7
301234,P:2120,22/12/2024,12:48,INV,10
301235,P:2120,11/12/2024,15:45,INV,7
301236,P:2120,12/12/2024,11:49,INV,9
301238,P:2126,21/12/2024,11:11,INV,5
301240,P:2131,18/12/2024,18:20,INV,8
301243,P:2131,17/12/2024,20:40,INV,6
301244,P:2132,03/12/2024,12:18,INV,7
301246,P:2134,06/12/2024,10:49,INV,5
301248,P:2134,19/12/2024,17:43,INV,4
301250,P:2146,15/12/2024,10:19,INV,8
301252,P:2148,16/12/2024,18:29,INV,8
301254,P:2157,07/12/2024,11:45,INV,9
301256,P:2157,05/12/2024,15:16,INV,5
301257,P:2160,04/12/2024,14:24,INV,11
301262,P:2175,18/12/2024,17:10,INV,4
301264,P:2175,19/12/2024,16:12,INV,11
301265,P:2192,12/12/2024,17:49,INV,11
301268,P:2206,03/12/2024,12:48,INV,8
301269,P:2212,03/12/2024,11:45,INV,5
301271,P:2230,20/12/2024,19:34,INV,3
301272,P:2230,14/12/2024,11:40,INV,11
301273,P:2233,12/12/2024,10:12,INV,10
301279,P:2264,05/12/2024,08:41,INV,7
301280,P:2264,24/12/2024,10:14,INV,7
301282,P:2281,03/12/2024,12:14,INV,8
301286,P:2293,22/12/2024,09:56,INV,10
301287,P:2295,07/12/2024,08:05,INV,9
301288,P:2303,02/12/2024,12:42,INV,7
301289,P:2303,21/12/2024,08:04,INV,15
301290,P:2303,05/12/2024,10:14,INV,4
301293,P:2330,24/12/2024,10:04,INV,10
301297,P:2337,23/12/2024,14:26,INV,3
301299,P:2340,10/12/2024,11:50,INV,8
301300,P:2349,16/12/2024,18:47,INV,4
301302,P:2356,11/12/2024,09:16,INV,9
301303,P:2359,14/12/2024,13:35,INV,5
301304,P:2359,21/12/2024,12:47,INV,4
301307,P:2365,24/12/2024,09:25,INV,5
301308,P:2365,15/12/2024,15:11,INV,5
9301308,P:2365,15/12/2024,21:11,CR,2
301312,P:2368,25/12/2024,11:47,INV,4
301313,P:2368,27/12/2024,16:47,INV,3
301314,P:2368,04/12/2024,08:04,INV,9
301317,P:2375,09/12/2024,10:54,INV,3
9301317,P:2375,09/12/2024,12:54,CR,2
301318,P:2377,22/12/2024,10:46,INV,7
301322,P:2380,05/12/2024,13:03,INV,14
301325,P:2383,24/12/2024,12:48,INV,7
301326,P:2388,05/12/2024,14:47,INV,10
301327,P:2388,06/12/2024,11:52,INV,12
301328,P:2388,05/12/2024,13:52,INV,5
301329,P:2394,05/12/2024,12:47,INV,5
301330,P:2394,11/12/2024,10:38,INV,15
301331,P:2397,02/12/2024,18:26,INV,8
301332,P:2398,22/12/2024,14:08,INV,5
301334,P:2400,10/12/2024,15:40,INV,11
301335,P:2411,25/12/2024,14:47,INV,3
301337,P:2419,13/12/2024,12:12,INV,8
301338,P:2419,04/12/2024,09:07,INV,5
301339,P:2419,12/12/2024,15:52,INV,4
301340,P:2419,05/12/2024,11:52,INV,5
301342,P:2419,05/12/2024,10:44,INV,6
301343,P:2424,16/12/2024,08:17,INV,4
301344,P:2434,09/12/2024,16:44,INV,6
301345,P:2447,13/12/2024,09:41,INV,6
301349,P:2448,04/12/2024,11:46,INV,7
301351,P:2448,25/12/2024,12:32,INV,8
301353,P:2448,17/12/2024,18:54,INV,6
301354,P:2452,01/12/2024,08:09,INV,12
301355,P:2455,14/12/2024,15:04,INV,4
301356,P:2455,05/12/2024,12:03,INV,5
301357,P:2462,01/12/2024,16:42,INV,8
301358,P:2462,17/12/2024,08:36,INV,8
301360,P:2462,09/12/2024,10:09,INV,8
301364,P:2472,14/12/2024,16:52,INV,8
301366,P:2473,01/12/2024,08:33,INV,10
301370,P:2480,10/12/2024,17:36,INV,7
301376,P:2518,21/12/2024,15:49,INV,8
301377,P:2518,06/12/2024,10:15,INV,10
301378,P:2519,02/12/2024,10:23,INV,14
301380,P:2525,07/12/2024,13:56,INV,3
301381,P:2525,16/12/2024,12:26,INV,8
301383,P:2535,04/12/2024,11:10,INV,13
301385,P:2541,02/12/2024,08:45,INV,8
301386,P:2541,22/12/2024,08:48,INV,11
301388,P:2549,06/12/2024,13:59,INV,7
301389,P:2557,25/12/2024,08:31,INV,5
301391,P:2560,20/12/2024,08:57,INV,4
301395,P:2563,16/12/2024,08:12,INV,7
301396,P:2563,02/12/2024,08:23,INV,5
301397,P:2563,25/12/2024,18:28,INV,7
301398,P:2568,19/12/2024,11:33,INV,9
301400,P:2574,01/12/2024,13:18,INV,3
301401,P:2574,03/12/2024,08:26,INV,9
301402,P:2576,12/12/2024,14:32,INV,8
301405,P:2583,11/12/2024,10:45,INV,4
301406,P:2583,08/12/2024,11:26,INV,8
301407,P:2597,07/12/2024,13:41,INV,7
301415,P:2604,15/12/2024,11:17,INV,14
301417,P:2607,12/12/2024,16:01,INV,6
301420,P:2611,04/12/2024,08:16,INV,5
301423,P:2623,25/12/2024,08:03,INV,6
301424,P:2631,08/12/2024,11:14,INV,3
301427,P:2639,09/12/2024,13:00,INV,3
301430,P:2648,17/12/2024,08:48,INV,4
301434,P:2662,24/12/2024,09:25,INV,5
301439,P:2669,14/12/2024,08:26,INV,6
301440,P:2670,14/12/2024,11:47,INV,3
301441,P:2671,19/12/2024,12:54,INV,11
301442,P:2672,27/12/2024,12:22,INV,6
301443,P:2673,04/12/2024,08:16,INV,11
301445,P:2673,16/12/2024,16:02,INV,4
301446,P:2675,28/12/2024,12:42,INV,5
301447,P:2675,18/12/2024,18:25,INV,7
301448,P:2675,25/12/2024,11:12,INV,5
301449,P:2675,04/12/2024,08:22,INV,7
301450,P:2683,06/12/2024,15:07,INV,5
301451,P:2685,18/12/2024,15:33,INV,4
301453,P:2685,20/12/2024,11:41,INV,12
301454,P:2707,11/12/2024,14:30,INV,4
301456,P:2710,21/12/2024,08:21,INV,5
301459,P:2718,25/12/2024,12:23,INV,7
301460,P:2721,07/12/2024,11:45,INV,8
301461,P:2723,21/12/2024,16:07,INV,4
301462,P:2726,08/12/2024,15:20,INV,2
301463,P:2728,16/12/2024,16:48,INV,6
301466,P:2729,13/12/2024,08:40,INV,8
301469,P:2739,15/12/2024,08:21,INV,6
301470,P:2739,27/12/2024,08:57,INV,2
301473,P:2741,22/12/2024,18:57,INV,2
301476,P:2748,27/12/2024,12:38,INV,3
301477,P:2749,04/12/2024,14:30,INV,12
301480,P:2765,26/12/2024,09:31,INV,4
301483,P:2782,07/12/2024,13:56,INV,7
301485,P:2786,28/12/2024,11:30,INV,5
301486,P:2787,04/12/2024,10:19,INV,8
301489,P:2795,23/12/2024,15:50,INV,7
301490,P:2795,16/12/2024,10:06,INV,3
301492,P:2795,28/12/2024,16:25,INV,5
301493,P:2795,02/12/2024,08:39,INV,2
301495,P:1001,01/01/2025,13:19,INV,10
301496,P:1001,22/01/2025,10:57,INV,8
301498,P:1003,21/01/2025,11:11,INV,8
301499,P:1009,27/01/2025,13:57,INV,12
301500,P:1009,07/01/2025,13:01,INV,3
301502,P:1018,07/01/2025,10:23,INV,6
301505,P:1021,17/01/2025,13:27,INV,14
301506,P:1021,05/01/2025,11:02,INV,11
301510,P:1025,17/01/2025,13:05,INV,6
301511,P:1027,26/01/2025,13:18,INV,10
301513,P:1029,14/01/2025,11:53,INV,5
301515,P:1042,14/01/2025,12:26,INV,8
301517,P:1048,08/01/2025,12:28,INV,8
301519,P:1048,04/01/2025,11:09,INV,7
301522,P:1052,26/01/2025,11:05,INV,2
301525,P:1059,17/01/2025,12:18,INV,13
301526,P:1067,10/01/2025,13:13,INV,4
301527,P:1071,02/01/2025,11:57,INV,3
301529,P:1079,25/01/2025,16:43,INV,2
301532,P:1091,08/01/2025,08:22,INV,10
301533,P:1100,21/01/2025,12:07,INV,5
301534,P:1100,07/01/2025,09:29,INV,7
301536,P:1100,01/01/2025,12:09,INV,7
301537,P:1106,04/01/2025,09:44,INV,12
301540,P:1111,09/01/2025,11:48,INV,11
301542,P:1116,04/01/2025,09:12,INV,9
301543,P:1116,09/01/2025,13:05,INV,9
301544,P:1116,05/01/2025,15:36,INV,4
301548,P:1128,28/01/2025,13:12,INV,7
301550,P:1137,23/01/2025,09:29,INV,9
301551,P:1138,20/01/2025,08:00,INV,15
301552,P:1141,02/01/2025,14:09,INV,5
301554,P:1141,13/01/2025,08:50,INV,4
301562,P:1159,28/01/2025,10:52,INV,14
301563,P:1159,22/01/2025,08:02,INV,3
301564,P:1159,13/01/2025,12:05,INV,4
301566,P:1166,08/01/2025,17:30,INV,4
301568,P:1174,11/01/2025,15:21,INV,10
301569,P:1181,03/01/2025,14:23,INV,4
301570,P:1181,07/01/2025,08:13,INV,7
301575,P:1191,28/01/2025,08:43,INV,4
301577,P:1206,01/01/2025,13:00,INV,2
301579,P:1211,22/01/2025,08:22,INV,7
301581,P:1213,27/01/2025,12:34,INV,7
301582,P:1222,02/01/2025,12:43,INV,10
301585,P:1232,25/01/2025,10:01,INV,10
301587,P:1238,04/01/2025,12:20,INV,8
301588,P:1243,20/01/2025,10:28,INV,5
301600,P:1262,09/01/2025,11:09,INV,3
301603,P:1271,15/01/2025,12:43,INV,6
301604,P:1271,23/01/2025,17:36,INV,4
301605,P:1271,26/01/2025,13:12,INV,11
301608,P:1278,02/01/2025,14:20,INV,3
301609,P:1287,10/01/2025,11:50,INV,7
301610,P:1295,08/01/2025,14:56,INV,5
301613,P:1304,11/01/2025,10:15,INV,13
301616,P:1312,12/01/2025,14:24,INV,5
301619,P:1314,07/01/2025,09:17,INV,5
301620,P:1320,07/01/2025,13:27,INV,5
301622,P:1324,21/01/2025,12:21,INV,8
301623,P:1324,10/01/2025,14:14,INV,11
301624,P:1329,14/01/2025,08:04,INV,9
301627,P:1330,21/01/2025,12:59,INV,9
301632,P:1345,10/01/2025,16:15,INV,2
301634,P:1345,10/01/2025,12:42,INV,5
301635,P:1345,10/01/2025,10:03,INV,7
301637,P:1347,18/01/2025,11:20,INV,11
301639,P:1350,16/01/2025,08:38,INV,2
301643,P:1369,08/01/2025,11:04,INV,2
301645,P:1382,02/01/2025,11:40,INV,6
301646,P:1382,13/01/2025,08:23,INV,8
301648,P:1382,06/01/2025,16:09,INV,10
301649,P:1382,21/01/2025,12:52,INV,4
301652,P:1389,23/01/2025,08:02,INV,5
301655,P:1394,27/01/2025,14:08,INV,8
301657,P:1394,08/01/2025,10:05,INV,5
301658,P:1394,23/01/2025,14:10,INV,8
301661,P:1404,08/01/2025,14:37,INV,6
301667,P:1407,11/01/2025,08:22,INV,8
301669,P:1408,28/01/2025,13:44,INV,7
301670,P:1408,12/01/2025,10:50,INV,5
301671,P:1410,08/01/2025,09:19,INV,5
301673,P:1411,18/01/2025,10:53,INV,9
301675,P:1413,22/01/2025,11:47,INV,6
301676,P:1414,09/01/2025,12:54,INV,5
301677,P:1417,12/01/2025,08:32,INV,9
301679,P:1418,12/01/2025,11:36,INV,9
301680,P:1418,06/01/2025,10:42,INV,8
301682,P:1420,19/01/2025,13:52,INV,5
301685,P:1440,05/01/2025,12:20,INV,5
301686,P:1443,24/01/2025,16:11,INV,10
301687,P:1443,22/01/2025,08:29,INV,7
301694,P:1468,18/01/2025,11:07,INV,4
301695,P:1468,26/01/2025,17:15,INV,9
301696,P:1468,08/01/2025,17:56,INV,6
301697,P:1468,25/01/2025,10:11,INV,14
301698,P:1468,09/01/2025,10:14,INV,11
301699,P:1471,24/01/2025,16:07,INV,2
301701,P:1476,20/01/2025,08:34,INV,4
301703,P:1479,07/01/2025,08:08,INV,7
301705,P:1482,02/01/2025,10:46,INV,6
301706,P:1491,01/01/2025,09:14,INV,6
301708,P:1497,05/01/2025,13:38,INV,7
301709,P:1505,27/01/2025,12:36,INV,12
301710,P:1510,13/01/2025,08:52,INV,2
301711,P:1518,28/01/2025,15:00,INV,7
301712,P:1529,26/01/2025,15:19,INV,5
301713,P:1529,05/01/2025,13:26,INV,7
301716,P:1538,22/01/2025,12:17,INV,6
301718,P:1550,16/01/2025,11:04,INV,11
301720,P:1557,18/01/2025,11:12,INV,8
301721,P:1561,09/01/2025,11:36,INV,5
301722,P:1564,18/01/2025,15:33,INV,2
301724,P:1564,14/01/2025,10:35,INV,5
301725,P:1565,25/01/2025,10:19,INV,6
301727,P:1572,15/01/2025,15:46,INV,4
301729,P:1575,22/01/2025,08:14,INV,10
301730,P:1576,03/01/2025,10:33,INV,9
301732,P:1577,08/01/2025,08:43,INV,5
301734,P:1582,14/01/2025,13:37,INV,2
301735,P:1586,06/01/2025,12:19,INV,8
9301735,P:1586,06/01/2025,19:19,CR,2
301736,P:1587,21/01/2025,10:21,INV,7
301738,P:1592,08/01/2025,10:32,INV,4
301739,P:1594,27/01/2025,09:16,INV,12
301740,P:1595,12/01/2025,18:52,INV,6
301741,P:1595,04/01/2025,13:47,INV,6
301742,P:1595,13/01/2025,12:34,INV,6
301743,P:1596,23/01/2025,08:29,INV,2
301745,P:1596,13/01/2025,08:54,INV,8
301747,P:1597,02/01/2025,15:35,INV,2
301748,P:1597,01/01/2025,09:04,INV,2
301749,P:1598,10/01/2025,15:59,INV,6
301750,P:1598,05/01/2025,14:19,INV,7
301752,P:1598,13/01/2025,11:45,INV,7
301753,P:1600,06/01/2025,12:13,INV,3
301756,P:1603,20/01/2025,09:21,INV,10
301758,P:1612,12/01/2025,17:19,INV,9
301759,P:1623,22/01/2025,12:39,INV,10
301762,P:1633,20/01/2025,14:31,INV,9
301763,P:1633,24/01/2025,14:13,INV,2
301764,P:1642,19/01/2025,13:50,INV,9
301765,P:1648,02/01/2025,12:49,INV,7
301768,P:1662,11/01/2025,10:24,INV,5
301769,P:1666,19/01/2025,09:50,INV,5
301771,P:1669,28/01/2025,08:54,INV,4
301772,P:1669,11/01/2025,11:15,INV,8
301773,P:1669,10/01/2025,14:28,INV,4
301775,P:1670,21/01/2025,17:22,INV,5
301780,P:1673,09/01/2025,15:57,INV,12
301782,P:1673,27/01/2025,09:37,INV,3
301783,P:1674,14/01/2025,11:55,INV,3
301784,P:1674,07/01/2025,16:19,INV,8
301786,P:1674,09/01/2025,09:58,INV,7
301787,P:1674,17/01/2025,17:30,INV,6
301789,P:1675,24/01/2025,12:39,INV,5
301790,P:1686,26/01/2025,08:40,INV,7
301791,P:1688,25/01/2025,09:39,INV,7
301792,P:1696,24/01/2025,11:39,INV,7
301793,P:1702,24/01/2025,20:43,INV,6
301795,P:1703,06/01/2025,13:34,INV,5
301796,P:1703,25/01/2025,08:36,INV,3
301798,P:1704,03/01/2025,14:18,INV,9
301799,P:1704,05/01/2025,16:00,INV,4
301801,P:1705,01/01/2025,15:27,INV,10
301803,P:1710,07/01/2025,08:00,INV,7
301807,P:1718,28/01/2025,09:43,INV,12
301808,P:1718,04/01/2025,09:35,INV,8
301809,P:1718,23/01/2025,16:33,INV,9
301810,P:1724,14/01/2025,14:55,INV,5
301811,P:1725,23/01/2025,15:21,INV,8
301817,P:1741,12/01/2025,17:39,INV,5
301818,P:1741,17/01/2025,12:17,INV,4
301819,P:1744,14/01/2025,09:30,INV,4
301824,P:1755,23/01/2025,14:48,INV,7
301825,P:1755,21/01/2025,15:21,INV,5
301827,P:1762,09/01/2025,14:11,INV,12
301830,P:1780,19/01/2025,13:36,INV,4
301832,P:1789,22/01/2025,15:32,INV,2
301834,P:1791,24/01/2025,16:40,INV,7
301836,P:1795,06/01/2025,11:43,INV,4
301837,P:1795,10/01/2025,08:23,INV,4
301840,P:1801,03/01/2025,08:31,INV,6
301841,P:1805,06/01/2025,15:42,INV,6
301842,P:1810,22/01/2025,10:45,INV,7
301844,P:1812,12/01/2025,16:28,INV,5
301845,P:1815,08/01/2025,11:33,INV,5
301846,P:1822,04/01/2025,17:40,INV,9
301847,P:1823,20/01/2025,13:30,INV,5
301849,P:1833,21/01/2025,10:55,INV,9
301850,P:1839,13/01/2025,08:08,INV,2
301854,P:1847,10/01/2025,09:33,INV,2
301855,P:1855,14/01/2025,12:00,INV,5
301856,P:1855,10/01/2025,10:33,INV,6
301862,P:1869,16/01/2025,09:40,INV,6
301863,P:1874,12/01/2025,13:46,INV,7
301864,P:1875,28/01/2025,10:07,INV,6
301865,P:1875,03/01/2025,12:40,INV,9
301867,P:1879,14/01/2025,12:28,INV,10
301870,P:1888,06/01/2025,11:29,INV,3
301872,P:1912,25/01/2025,11:55,INV,7
301873,P:1912,19/01/2025,08:28,INV,13
301874,P:1912,25/01/2025,13:44,INV,7
301876,P:1919,12/01/2025,10:12,INV,11
301878,P:1923,09/01/2025,08:08,INV,9
301879,P:1923,15/01/2025,08:12,INV,3
301880,P:1925,22/01/2025,12:54,INV,6
9301880,P:1925,22/01/2025,17:54,CR,2
301881,P:1926,10/01/2025,14:23,INV,4
301884,P:1927,20/01/2025,10:17,INV,8
301886,P:1938,02/01/2025,18:08,INV,12
301889,P:1942,13/01/2025,17:26,INV,7
301890,P:1942,28/01/2025,10:09,INV,2
301891,P:1942,12/01/2025,11:55,INV,7
301895,P:1948,26/01/2025,11:00,INV,3
301896,P:1948,16/01/2025,15:30,INV,5
301898,P:1953,13/01/2025,13:18,INV,5
301899,P:1953,28/01/2025,11:42,INV,8
301902,P:1959,16/01/2025,14:53,INV,6
301903,P:1959,08/01/2025,08:58,INV,8
301904,P:1959,21/01/2025,10:39,INV,10
301905,P:1972,17/01/2025,13:35,INV,4
301910,P:1985,13/01/2025,15:52,INV,3
301911,P:1986,19/01/2025,10:12,INV,2
301912,P:1990,16/01/2025,10:14,INV,3
301914,P:1996,27/01/2025,11:35,INV,11
301915,P:1997,13/01/2025,11:08,INV,4
301917,P:2010,12/01/2025,16:32,INV,8
301919,P:2011,19/01/2025,15:42,INV,2
301921,P:2023,24/01/2025,10:19,INV,6
301924,P:2025,10/01/2025,09:25,INV,11
301925,P:2025,25/01/2025,13:58,INV,12
301927,P:2029,20/01/2025,12:26,INV,7
301928,P:2034,06/01/2025,12:44,INV,6
301930,P:2034,22/01/2025,17:15,INV,5
301932,P:2036,12/01/2025,10:23,INV,6
301934,P:2038,03/01/2025,13:39,INV,9
301935,P:2040,22/01/2025,10:13,INV,9
301936,P:2040,01/01/2025,14:09,INV,2
301937,P:2040,04/01/2025,16:26,INV,7
301941,P:2049,17/01/2025,15:44,INV,12
301942,P:2054,02/01/2025,12:51,INV,10
301943,P:2054,16/01/2025,17:42,INV,7
301944,P:2057,10/01/2025,09:06,INV,5
301946,P:2072,05/01/2025,11:56,INV,6
301948,P:2078,20/01/2025,16:37,INV,12
301950,P:2087,17/01/2025,16:29,INV,9
301954,P:2091,26/01/2025,18:12,INV,5
301960,P:2113,27/01/2025,17:54,INV,11
301961,P:2116,15/01/2025,12:58,INV,6
301962,P:2120,07/01/2025,10:13,INV,7
301964,P:2123,12/01/2025,11:04,INV,7
301965,P:2123,07/01/2025,14:52,INV,2
301968,P:2129,10/01/2025,08:49,INV,5
301970,P:2130,04/01/2025,10:33,INV,5
301972,P:2131,26/01/2025,10:25,INV,5
301974,P:2132,16/01/2025,14:43,INV,4
301975,P:2133,02/01/2025,08:56,INV,2
301976,P:2134,04/01/2025,08:21,INV,8
301979,P:2145,07/01/2025,12:21,INV,6
301980,P:2146,04/01/2025,11:22,INV,3
301986,P:2167,12/01/2025,15:42,INV,5
301987,P:2167,03/01/2025,08:31,INV,10
301988,P:2172,22/01/2025,10:29,INV,2
301989,P:2173,26/01/2025,16:05,INV,8
301990,P:2173,22/01/2025,13:37,INV,12
301991,P:2181,13/01/2025,13:09,INV,4
301992,P:2181,19/01/2025,14:36,INV,10
301996,P:2190,28/01/2025,14:33,INV,4
301997,P:2192,02/01/2025,12:17,INV,7
302001,P:2198,13/01/2025,15:07,INV,8
302002,P:2201,17/01/2025,11:47,INV,4
302003,P:2201,07/01/2025,13:07,INV,8
302004,P:2201,14/01/2025,08:36,INV,3
302006,P:2208,10/01/2025,10:25,INV,9
302007,P:2212,05/01/2025,09:47,INV,4
302008,P:2215,15/01/2025,12:28,INV,11
302009,P:2219,09/01/2025,08:28,INV,9
302010,P:2219,21/01/2025,08:20,INV,7
302012,P:2230,16/01/2025,10:54,INV,7
302013,P:2230,05/01/2025,14:40,INV,4
302015,P:2233,15/01/2025,14:47,INV,5
9302015,P:2233,15/01/2025,18:47,CR,2
302016,P:2233,17/01/2025,11:09,INV,8
302017,P:2233,27/01/2025,12:14,INV,4
302018,P:2234,01/01/2025,14:15,INV,8
302019,P:2234,02/01/2025,15:45,INV,5
302020,P:2234,20/01/2025,16:41,INV,9
302022,P:2244,17/01/2025,08:17,INV,12
302023,P:2247,20/01/2025,13:31,INV,10
302029,P:2266,11/01/2025,15:08,INV,6
302033,P:2279,27/01/2025,17:09,INV,3
302035,P:2291,23/01/2025,13:02,INV,8
302044,P:2326,20/01/2025,11:08,INV,7
302045,P:2336,07/01/2025,09:38,INV,4
302047,P:2340,12/01/2025,08:17,INV,9
302048,P:2356,05/01/2025,11:39,INV,12
302049,P:2365,22/01/2025,12:32,INV,10
302050,P:2365,21/01/2025,08:42,INV,11
302051,P:2368,12/01/2025,16:08,INV,5
302053,P:2370,22/01/2025,17:28,INV,10
9302053,P:2370,22/01/2025,18:28,CR,2
302054,P:2370,12/01/2025,11:54,INV,9
302055,P:2371,02/01/2025,12:34,INV,9
302058,P:2372,24/01/2025,14:53,INV,10
302059,P:2375,28/01/2025,12:52,INV,4
302061,P:2377,16/01/2025,16:32,INV,5
302062,P:2378,07/01/2025,16:16,INV,2
302065,P:2381,22/01/2025,08:58,INV,7
302067,P:2383,08/01/2025,12:16,INV,6
302074,P:2400,02/01/2025,16:18,INV,7
302080,P:2411,14/01/2025,11:38,INV,5
302081,P:2418,06/01/2025,15:44,INV,9
302082,P:2424,14/01/2025,19:34,INV,8
302083,P:2424,02/01/2025,12:55,INV,5
302084,P:2424,05/01/2025,14:05,INV,13
302085,P:2424,11/01/2025,12:05,INV,4
302088,P:2448,18/01/2025,09:25,INV,9
302089,P:2448,27/01/2025,10:19,INV,9
302093,P:2454,15/01/2025,11:54,INV,2
302094,P:2462,13/01/2025,15:59,INV,11
302095,P:2468,22/01/2025,11:12,INV,15
302096,P:2472,23/01/2025,12:46,INV,11
302097,P:2472,04/01/2025,08:55,INV,5
302098,P:2473,03/01/2025,12:35,INV,8
302100,P:2484,03/01/2025,14:01,INV,3
302103,P:2486,27/01/2025,10:59,INV,7
302105,P:2496,25/01/2025,12:04,INV,7
302108,P:2503,07/01/2025,11:10,INV,4
9302108,P:2503,07/01/2025,12:10,CR,2
302109,P:2518,23/01/2025,13:55,INV,12
302110,P:2518,07/01/2025,17:27,INV,8
302111,P:2531,15/01/2025,10:28,INV,4
302114,P:2539,20/01/2025,11:44,INV,4
302115,P:2539,20/01/2025,13:11,INV,6
302118,P:2544,28/01/2025,12:48,INV,6
302119,P:2544,09/01/2025,15:39,INV,11
302120,P:2546,28/01/2025,08:27,INV,5
302123,P:2555,15/01/2025,09:35,INV,5
302125,P:2557,22/01/2025,08:30,INV,11
302126,P:2560,15/01/2025,08:25,INV,5
302128,P:2563,13/01/2025,14:02,INV,8
302130,P:2570,19/01/2025,10:23,INV,4
302131,P:2572,20/01/2025,14:39,INV,4
302132,P:2574,10/01/2025,14:27,INV,5
302135,P:2577,16/01/2025,17:17,INV,5
302136,P:2577,03/01/2025,11:10,INV,3
302138,P:2582,08/01/2025,09:32,INV,3
302139,P:2583,16/01/2025,08:44,INV,10
302147,P:2604,27/01/2025,10:08,INV,8
302149,P:2611,14/01/2025,08:48,INV,4
302150,P:2611,09/01/2025,09:43,INV,7
302151,P:2611,28/01/2025,13:24,INV,5
302152,P:2615,19/01/2025,14:48,INV,4
302153,P:2619,06/01/2025,10:14,INV,11
302155,P:2623,26/01/2025,13:20,INV,3
302159,P:2634,17/01/2025,08:04,INV,7
302160,P:2636,05/01/2025,18:14,INV,2
302161,P:2648,08/01/2025,10:28,INV,8
302162,P:2648,17/01/2025,08:53,INV,6
302164,P:2648,25/01/2025,08:25,INV,6
302165,P:2652,26/01/2025,09:27,INV,12
302168,P:2672,01/01/2025,10:28,INV,4
302172,P:2675,06/01/2025,12:05,INV,10
302175,P:2683,07/01/2025,13:58,INV,7
302178,P:2686,02/01/2025,14:40,INV,13
302180,P:2691,15/01/2025,08:53,INV,7
