doc_no,qty,unit_price,line_value,vat_flag
301603,7,74.81,415.30,
301603,6,121.42,597.49,
301603,2,75.75,112.37,
301603,3,118.35,277.21,
301603,2,460.74,737.88,
301604,2,24.60,43.20,
301604,4,291.06,1064.76,
301604,5,16.29,69.77,
301604,6,161.42,866.73,
301605,3,48.51,134.70,
301605,3,42.35,112.66,
301605,6,219.35,1218.89,
301605,7,30.33,196.03,
301605,7,332.64,2148.68,
301605,4,209.31,727.95,
301605,2,187.62,317.40,
301605,5,221.28,968.76,
301605,5,313.11,1490.08,
301605,6,137.81,788.63,
301605,4,255.84,918.51,
301608,5,21.74,86.46,
301608,3,550.29,1403.77,
301608,5,178.46,737.56,
301609,6,143.75,722.57,
301609,1,63.87,53.27,
301609,6,64.42,348.05,
301609,4,17.78,57.52,
301609,6,72.85,384.05,
301609,2,35.71,60.50,
301609,8,430.50,2854.05,
301610,2,160.66,237.04,
301610,3,95.71,210.11,
301610,2,385.14,611.56,
301610,3,338.00,792.13,
301610,2,185.94,276.20,
301613,3,42.39,104.12,
301613,7,87.17,533.59,
301613,5,407.82,1830.61,
301613,6,43.47,226.61,
301613,3,97.44,236.93,
301613,4,100.99,354.18,
301613,10,34.55,308.26,
301613,3,215.05,573.85,
301613,3,459.06,1275.68,
301613,2,555.39,928.42,
301613,2,82.11,139.21,
301613,8,11.91,77.91,
301613,4,126.98,477.19,
301616,5,548.25,2131.95,
301616,2,79.29,127.86,
301616,4,87.26,291.45,
301616,6,306.50,1399.73,
301616,7,41.85,249.81,
301619,2,73.08,121.71,
301619,1,64.05,51.44,
301619,4,164.77,534.70,
301619,5,76.38,306.48,
301619,7,96.29,541.89,
301620,2,42.80,72.40,
301620,6,487.56,2478.76,
301620,8,7.68,51.00,
301620,2,315.00,533.85,
301620,3,107.85,260.75,
301622,3,41.99,99.85,
301622,6,139.13,639.22,
301622,8,105.02,673.78,
301622,3,408.66,935.53,
301622,5,140.58,539.12,
301622,7,244.32,1289.18,
301622,3,167.38,392.49,
301622,6,32.74,152.84,
301623,5,471.75,2288.76,
301623,6,41.13,213.37,
301623,5,55.51,242.91,
301623,3,86.35,229.28,
301623,1,7.48,7.24,
301623,2,472.77,828.61,
301623,4,422.94,1537.96,
301623,2,98.02,180.13,
301623,6,60.21,346.61,
301623,5,8.10,38.63,
301623,5,118.83,548.45,
301624,2,7.82,11.71,
301624,3,553.35,1268.06,
301624,5,254.88,1061.64,
301624,2,90.43,141.18,
301624,1,30.00,23.31,
301624,3,166.85,407.41,
301624,4,31.32,96.56,
301624,4,497.76,1497.44,
301624,6,436.38,1978.92,
301627,4,155.04,586.80,
301627,4,138.73,452.55,
301627,7,425.46,2539.57,
301627,3,65.45,161.62,
301627,2,13.53,22.76,
301627,6,22.80,118.34,
301627,2,77.09,142.76,
301627,3,80.86,216.50,
301627,3,125.20,336.23,
301632,4,345.24,1231.36,
301632,5,83.68,388.68,
301634,5,106.44,420.42,
301634,2,199.88,301.61,
301634,3,13.05,30.75,
301634,3,210.33,451.10,
301634,3,310.91,674.70,
301635,3,58.62,144.28,
301635,5,16.65,71.91,
301635,3,102.53,281.13,
301635,6,127.78,618.84,
301635,4,167.73,545.97,
301635,8,120.24,825.27,
301635,3,520.71,1218.54,
301637,4,7.68,23.85,
301637,8,135.56,734.82,
301637,6,42.71,190.14,
301637,4,82.11,238.49,
301637,3,16.24,35.31,
301637,6,115.76,503.42,
301637,8,34.32,209.16,
301637,2,43.83,60.89,
301637,4,86.27,233.69,
301637,3,402.36,850.37,
301637,2,128.27,191.84,
301639,3,190.43,440.50,
301639,4,191.27,548.57,
301643,1,45.14,40.38,
301643,5,416.22,1802.36,
301645,7,459.48,2883.67,
301645,3,72.30,184.09,
301645,7,44.42,285.87,
301645,2,46.85,82.34,
301645,5,104.83,483.32,
301645,3,464.10,1181.50,
301646,4,458.22,1737.51,
301646,2,13.18,24.69,
301646,2,42.17,75.20,
301646,5,126.97,634.61,
301646,4,8.38,29.71,
301646,5,201.52,929.16,
301646,2,13.60,26.48,
301646,3,144.41,424.94,
301648,1,253.92,209.36,
301648,7,122.72,700.19,
301648,6,547.74,2680.03,
301648,4,158.54,509.64,
301648,4,49.23,163.09,
301648,3,102.72,247.59,
301648,2,97.92,157.52,
301648,4,72.46,243.69,
301648,6,21.84,106.04,
301648,4,242.16,775.52,
301649,8,158.23,1128.14,
301649,5,30.79,144.99,
301649,9,35.41,260.31,
301649,3,258.00,737.81,
301652,2,128.17,214.31,
301652,5,429.66,1731.78,
301652,4,198.44,681.29,
301652,6,88.51,449.34,
301652,6,19.44,104.50,
301655,5,32.11,128.14,
301655,5,136.75,533.59,
301655,3,263.52,658.30,
301655,5,7.38,28.03,
301655,6,192.02,895.45,
301655,4,23.66,79.95,
301655,6,41.27,206.69,
301655,5,382.62,1568.45,
301657,2,11.34,20.98,
301657,3,96.19,252.26,
301657,4,31.19,101.88,
301657,2,45.09,79.78,
301657,3,92.45,248.26,
301658,4,94.08,306.40,
301658,4,13.73,45.31,
301658,4,217.71,651.85,
301658,3,448.14,1047.43,
301658,6,129.33,575.92,
301658,2,63.20,93.66,
301658,4,98.59,304.67,
301658,5,31.35,125.55,
301661,6,457.80,2405.46,
301661,6,24.05,127.92,
301661,5,229.68,1023.07,
301661,4,421.68,1538.96,
301661,3,380.94,1029.14,
301661,5,48.20,224.65,
301667,8,22.78,130.76,
301667,6,196.19,887.46,
301667,3,153.67,366.40,
301667,3,295.16,787.21,
301667,5,86.27,325.53,
301667,6,134.24,620.50,
301667,4,471.24,1452.50,
301667,3,32.57,81.67,
301669,4,173.89,642.77,
301669,3,16.76,48.75,
301669,6,100.70,502.83,
301669,4,81.95,291.12,
301669,4,397.74,1329.88,
301669,4,47.25,158.75,
301669,2,31.55,55.41,
301670,4,13.06,44.63,
301670,3,93.79,250.34,
301670,4,172.83,602.36,
301670,4,136.75,478.34,
301670,4,16.47,60.38,
301671,7,55.51,310.50,
301671,3,7.27,15.69,
301671,4,7.63,23.22,
301671,2,30.92,47.07,
301671,6,302.09,1429.68,
301673,5,190.24,748.89,
301673,4,12.01,41.55,
301673,5,420.84,1736.06,
301673,5,119.20,512.97,
301673,3,162.94,414.71,
301673,5,216.48,931.25,
301673,5,333.90,1477.59,
301673,2,12.28,21.62,
301673,4,123.42,453.76,
301675,3,150.63,429.77,
301675,7,108.56,740.45,
301675,7,159.10,996.40,
301675,2,119.99,207.47,
301675,4,131.60,481.59,
301675,6,95.62,525.66,
301676,2,41.45,73.52,
301676,2,86.11,151.96,
301676,6,77.48,435.83,
301676,6,7.35,37.95,
301676,6,174.24,880.77,
301677,1,13.60,11.54,
301677,4,23.57,76.23,
301677,4,35.31,114.92,
301677,2,129.33,205.78,
301677,7,129.62,769.66,
301677,3,105.12,267.92,
301677,4,8.54,28.12,
301677,6,7.87,40.36,
301677,3,23.28,59.66,
301679,5,163.68,705.30,
301679,4,7.28,27.08,
301679,1,57.65,51.44,
301679,2,311.85,559.62,
301679,4,166.50,616.12,
301679,3,43.92,122.14,
301679,3,25.51,67.60,
301679,4,23.64,83.22,
301679,3,23.26,61.89,
301680,5,472.26,2071.96,
301680,3,116.82,308.28,
301680,2,84.54,141.93,
301680,3,8.80,22.19,
301680,4,296.42,973.97,
301680,5,485.01,2136.90,
301680,4,125.91,432.11,
301680,5,169.66,704.51,
301682,2,105.41,189.35,
301682,6,142.03,753.98,
301682,2,309.96,579.45,
301682,7,12.64,80.58,
301682,2,92.83,152.39,
301685,4,18.54,64.28,
301685,5,26.11,103.28,
301685,2,191.84,318.78,
301685,3,58.01,130.99,
301685,5,36.30,150.29,
301686,4,158.75,481.99,
301686,3,19.10,48.15,
301686,5,24.67,96.47,
301686,3,182.51,411.30,
301686,4,219.36,697.71,
301686,5,11.35,43.88,
301686,5,331.70,1195.71,
301686,2,44.82,68.51,
301686,3,77.87,176.27,
301686,7,326.97,1651.79,
301687,4,399.42,1437.42,
301687,2,513.57,826.53,
301687,4,56.12,186.55,
301687,7,30.95,177.02,
301687,6,140.05,695.93,
301687,2,60.82,99.90,
301687,3,58.93,142.53,
301694,8,93.02,540.65,
301694,4,17.50,47.01,
301694,5,32.67,120.68,
301694,4,199.67,572.41,
301695,3,159.75,470.06,
301695,2,7.83,14.43,
301695,6,219.15,1238.04,
301695,2,55.75,99.76,
301695,6,95.90,522.50,
301695,2,35.31,65.61,
301695,4,57.52,209.28,
301695,5,193.60,913.60,
301695,4,12.78,47.92,
301696,8,148.81,1056.69,
301696,3,36.04,102.64,
301696,2,142.56,249.26,
301696,6,529.38,2801.14,
301696,6,463.08,2504.14,
301696,1,100.90,91.53,
301697,3,188.14,415.94,
301697,5,163.86,641.74,
301697,3,159.28,374.74,
301697,4,402.36,1176.21,
301697,5,207.05,809.75,
301697,3,318.15,700.54,
301697,2,12.90,18.50,
301697,6,228.72,1070.08,
301697,5,34.85,140.56,
301697,5,133.85,487.25,
301697,3,60.88,139.95,
301697,3,33.66,74.43,
301697,4,32.41,94.72,
301697,4,464.10,1402.43,
301698,5,177.94,722.82,
301698,8,17.71,123.85,
301698,4,75.36,244.47,
301698,2,183.74,292.03,
301698,5,35.34,140.67,
301698,3,8.79,21.80,
301698,3,11.80,27.38,
301698,6,141.90,697.88,
301698,2,19.80,33.11,
301698,7,48.33,283.37,
301698,2,81.88,141.97,
301699,4,34.85,126.28,
301699,5,460.02,1873.24,
301701,3,153.22,416.75,
301701,6,7.26,37.09,
301701,6,65.70,345.11,
301701,5,109.39,429.78,
301703,5,163.10,679.21,
301703,4,195.37,637.41,
301703,5,344.30,1435.29,
301703,4,7.22,21.94,
301703,2,71.59,114.71,
301703,3,109.39,275.71,
301703,4,12.68,42.31,
301705,2,118.24,214.79,
301705,2,292.95,539.38,
301705,4,29.93,102.49,
301705,5,8.68,38.79,
301705,5,139.66,590.56,
301705,1,7.22,6.14,
301706,9,124.49,834.18,
301706,3,33.03,74.46,
301706,2,83.21,130.49,
301706,3,66.92,142.61,
301706,8,80.70,487.90,
301706,8,33.36,209.04,
301708,3,381.78,1022.06,
301708,3,81.56,218.07,
301708,2,42.12,78.52,
301708,2,149.42,267.51,
301708,8,194.75,1471.32,
301708,4,73.63,246.33,
301708,3,34.02,94.21,
301709,7,166.85,979.53,
301709,3,57.83,145.25,
301709,2,170.37,323.26,
301709,3,219.56,604.49,
301709,3,234.72,599.59,
301709,7,32.64,196.25,
301709,4,24.50,90.65,
301709,5,12.60,56.07,
301709,4,19.04,68.03,
301709,8,178.11,1176.62,
301709,3,190.61,482.58,
301709,5,190.78,816.79,
301710,5,146.07,656.94,
301710,6,176.35,944.68,
301711,1,459.90,430.67,
301711,4,124.21,421.63,
301711,7,246.96,1594.26,
301711,2,123.66,219.26,
301711,4,441.42,1673.22,
301711,6,22.49,124.06,
301711,4,140.90,499.78,
301712,4,183.92,515.49,
301712,8,36.27,212.66,
301712,5,73.32,284.61,
301712,2,65.88,95.09,
301712,3,313.11,670.84,
301713,3,211.97,523.55,
301713,4,115.52,351.69,
301713,3,7.59,18.59,
301713,4,110.92,362.83,
301713,3,195.78,468.97,
301713,2,263.76,429.08,
301713,2,40.91,62.78,
301716,5,104.16,483.10,
301716,4,8.65,28.90,
301716,1,259.92,218.54,
301716,3,191.49,503.29,
301716,2,486.03,807.46,
301716,3,66.55,182.88,
301718,3,170.90,484.76,
301718,3,500.31,1280.54,
301718,4,100.99,315.24,
301718,7,129.09,744.13,
301718,7,8.65,54.41,
301718,2,219.15,368.41,
301718,6,118.93,621.59,
301718,4,167.55,586.59,
301718,3,7.39,19.02,
301718,3,94.66,250.46,
301718,4,227.28,830.59,
301720,3,8.39,18.73,
301720,3,508.98,1158.18,
301720,4,206.44,670.58,
301720,3,118.35,276.25,
301720,3,13.64,30.93,
301720,7,44.10,241.38,
301720,5,60.51,217.04,
301720,6,16.43,70.20,
301721,6,164.03,890.27,
301721,3,80.93,208.30,
301721,2,418.32,745.61,
301721,1,33.76,29.09,
301721,4,29.90,107.25,
301722,4,17.44,54.06,
301722,2,95.42,158.94,
301724,5,24.00,112.82,
301724,4,30.62,112.11,
301724,3,173.54,452.29,
301724,4,12.28,43.48,
301724,3,222.24,613.24,
301725,4,13.49,46.37,
301725,1,158.69,130.40,
301725,3,146.38,351.23,
301725,6,229.44,1103.14,
301725,2,120.01,189.29,
301725,3,75.20,187.00,
301727,5,8.08,30.18,
301727,5,25.34,98.98,
301727,5,12.70,47.86,
301727,3,138.47,324.61,
301729,5,7.79,28.85,
301729,3,332.33,808.52,
301729,3,21.89,51.11,
301729,2,16.67,27.29,
301729,3,345.56,800.63,
301729,8,7.69,45.15,
301729,8,391.44,2461.13,
301729,6,206.85,957.04,
301729,5,124.08,442.02,
301729,4,158.58,438.55,
301730,8,60.39,451.38,
301730,6,143.22,784.74,
301730,4,102.24,388.80,
301730,4,13.61,54.44,
301730,3,216.96,572.72,
301730,5,123.42,525.82,
301730,4,186.14,653.50,
301730,3,25.61,72.73,
301730,5,26.23,114.89,
301732,3,24.29,53.07,
301732,2,186.21,275.82,
301732,7,401.10,2085.89,
301732,5,36.10,143.68,
301732,5,66.25,251.80,
301734,6,241.20,1314.93,
301734,1,8.36,7.73,
301735,4,30.13,97.08,
301735,5,383.88,1604.68,
301735,3,229.68,548.26,
301735,3,99.84,249.70,
301735,3,122.60,320.78,
301735,4,401.94,1303.66,
301735,5,142.03,570.26,
301735,3,79.13,199.01,
301736,3,170.37,440.11,
301736,7,60.51,334.08,
301736,5,308.39,1268.38,
301736,5,45.27,198.74,
301736,3,340.83,854.60,
301736,6,179.34,952.62,
301736,5,18.52,82.16,
301738,5,7.62,30.81,
301738,4,144.67,493.78,
301738,4,90.62,304.97,
301738,4,139.54,455.13,
301739,3,461.16,1067.69,
301739,2,19.31,29.60,
301739,3,123.43,294.06,
301739,2,481.95,741.72,
301739,4,49.23,164.60,
301739,4,75.36,240.08,
301739,2,84.47,137.07,
301739,2,106.44,165.22,
301739,4,414.54,1264.40,
301739,4,138.78,441.21,
301739,5,224.16,905.61,
301739,3,8.22,19.41,
301740,4,539.58,1920.42,
301740,7,76.85,479.91,
301740,4,317.84,1140.69,
301740,4,186.96,630.82,
301740,1,18.54,17.64,
301740,5,161.92,727.52,
301741,5,196.60,914.20,
301741,4,25.06,93.75,
301741,2,65.03,112.57,
301741,4,31.19,107.63,
301741,2,150.33,255.72,
301741,4,206.23,707.06,
301742,2,471.75,724.59,
301742,2,559.98,903.04,
301742,2,25.42,38.41,
301742,5,286.34,1084.78,
301742,3,115.76,269.99,
301742,5,536.01,2110.18,
301743,4,145.01,478.66,
301743,4,440.58,1421.78,
301745,5,48.38,177.70,
301745,6,33.89,145.48,
301745,6,169.49,788.99,
301745,4,57.89,174.42,
301745,2,110.33,158.76,
301745,6,107.50,465.00,
301745,7,326.34,1617.63,
301745,4,33.86,107.83,
301747,4,182.51,576.78,
301747,3,128.27,335.71,
301748,5,65.82,236.89,
301748,3,97.06,221.50,
301749,4,123.42,387.05,
301749,2,63.81,96.68,
301749,2,25.87,41.70,
301749,5,161.57,582.41,
301749,3,315.00,660.19,
301749,3,7.98,18.53,
301750,3,390.60,849.36,
301750,3,65.03,162.43,
301750,7,126.38,658.69,
301750,4,209.31,647.76,
301750,6,191.49,822.78,
301750,3,65.51,147.67,
301750,6,207.46,918.03,
301752,4,121.66,393.77,
301752,1,260.64,205.64,
301752,5,124.84,544.06,
301752,6,77.32,377.31,
301752,5,103.10,432.79,
301752,2,463.59,743.45,
301752,8,236.88,1544.37,
301753,7,457.80,2622.34,
301753,4,58.68,172.58,
301753,5,216.48,831.02,
301756,3,312.17,800.50,
301756,2,256.08,466.02,
301756,4,18.81,65.07,
301756,2,8.31,13.89,
301756,4,114.93,400.34,
301756,7,232.56,1509.62,
301756,4,283.82,1020.54,
301756,4,256.08,886.46,
301756,4,35.21,126.28,
301756,1,7.98,6.93,
301758,4,18.92,58.90,
301758,5,11.74,46.05,
301758,2,488.07,729.94,
301758,2,116.70,181.66,
301758,2,306.18,433.42,
301758,7,140.18,807.64,
301758,5,40.55,150.06,
301758,6,24.31,111.37,
301758,4,162.49,516.90,
301759,5,29.83,118.92,
301759,6,82.43,383.54,
301759,5,17.62,71.37,
301759,4,252.72,811.79,
301759,2,8.57,13.03,
301759,8,118.35,711.13,
301759,4,26.26,81.47,
301759,3,25.49,58.47,
301759,4,11.54,35.91,
301759,4,35.77,115.85,
301762,3,523.26,1466.41,
301762,3,550.29,1489.13,
301762,5,476.85,2363.86,
301762,3,155.95,441.01,
301762,7,107.62,725.87,
301762,6,101.86,549.33,
301762,5,13.21,60.69,
301762,2,182.86,321.52,
301762,3,499.80,1410.27,
301763,4,426.30,1271.36,
301763,3,219.76,529.38,
301764,5,111.39,477.55,
301764,1,109.27,96.99,
301764,2,245.52,410.51,
301764,5,210.95,964.16,
301764,1,122.10,100.68,
301764,2,43.38,74.36,
301764,4,228.00,795.50,
301764,2,55.75,100.94,
301764,4,396.48,1355.43,
301765,5,57.10,223.36,
301765,2,111.16,186.16,
301765,9,223.66,1690.54,
301765,4,90.24,327.59,
301765,5,531.93,2193.58,
301765,8,230.40,1619.27,
301765,4,250.08,842.96,
301768,3,118.59,270.27,
301768,4,414.54,1225.49,
301768,3,65.15,144.78,
301768,3,8.80,20.25,
301768,4,185.12,521.70,
301769,6,104.93,555.39,
301769,5,17.06,67.12,
301769,3,17.05,42.72,
301769,4,55.08,182.74,
301769,5,12.04,49.54,
301771,6,234.00,1262.72,
301771,3,8.64,23.81,
301771,5,19.71,79.20,
301771,3,523.77,1433.75,
301772,5,13.65,50.25,
301772,5,19.37,70.17,
301772,4,65.82,206.27,
301772,2,230.88,332.01,
301772,7,61.85,301.94,
301772,5,12.86,51.60,
301772,11,514.08,4188.02,
301772,1,332.64,240.02,
301773,4,19.17,61.88,
301773,2,19.08,31.22,
301773,3,536.52,1302.98,
301773,3,539.58,1333.27,
301775,4,173.01,536.82,
301775,2,317.21,506.41,
301775,4,442.68,1578.85,
301775,6,401.52,2009.08,
301775,3,56.30,137.32,
301780,5,43.43,169.72,
301780,8,159.14,959.26,
301780,5,61.73,253.87,
301780,3,29.87,73.19,
301780,8,7.50,48.83,
301780,4,35.90,117.52,
301780,3,392.70,919.74,
301780,7,61.61,350.45,
301780,6,500.31,2473.45,
301780,5,252.24,1005.24,
301780,5,77.48,317.38,
301780,4,11.56,37.60,
301782,6,82.74,439.82,
301782,3,262.80,658.05,
301782,4,445.20,1603.04,
301783,5,461.55,1809.32,
301783,4,98.88,340.59,
301783,5,124.14,542.96,
301784,3,17.77,47.52,
301784,4,95.23,329.88,
301784,1,83.05,65.95,
301784,5,97.63,422.55,
301784,5,46.85,203.82,
301784,2,57.40,97.47,
301784,5,32.84,143.60,
301784,4,40.64,134.84,
301786,5,186.55,849.15,
301786,5,21.62,103.26,
301786,10,13.28,120.15,
301786,4,8.22,30.21,
301786,3,40.59,112.06,
301786,2,32.08,60.50,
301786,4,543.66,2159.14,
301787,5,442.26,1774.74,
301787,3,17.17,44.15,
301787,5,405.72,1716.95,
301787,5,7.82,33.84,
301787,3,427.98,1067.29,
301787,7,442.68,2464.03,
301789,6,13.64,68.11,
301789,6,48.02,253.93,
301789,9,46.49,368.60,
301789,4,530.91,1932.79,
301789,3,159.98,424.90,
301790,1,100.51,87.44,
301790,5,33.30,148.91,
301790,5,57.04,252.52,
301790,8,86.98,572.05,
301790,4,527.85,1810.71,
301790,5,141.64,583.91,
301790,4,21.89,76.12,
301791,4,74.89,265.28,
301791,3,128.30,353.77,
301791,3,12.33,33.49,
301791,2,119.46,218.73,
301791,4,59.78,212.98,
301791,4,44.15,156.41,
301791,3,66.37,181.77,
301792,5,295.16,1272.55,
301792,4,32.24,109.64,
301792,5,29.90,120.85,
301792,6,133.58,708.21,
301792,3,35.64,88.23,
301792,2,55.94,85.73,
301792,3,141.21,349.01,
301793,2,292.64,513.67,
301793,7,161.27,1059.94,
301793,3,86.19,226.49,
301793,5,8.04,38.59,
301793,3,207.67,555.29,
301793,3,96.58,255.30,
301795,3,153.67,424.30,
301795,2,18.04,31.06,
301795,5,56.24,259.88,
301795,5,223.68,1017.39,
301795,3,169.49,453.30,
301796,4,384.30,1241.56,
301796,4,102.34,374.02,
301796,1,173.01,146.39,
301798,2,44.28,69.39,
301798,3,172.48,402.80,
301798,6,78.11,328.44,
301798,4,137.41,409.30,
301798,2,13.03,21.34,
301798,7,428.40,2245.69,
301798,4,252.48,745.33,
301798,2,55.14,82.68,
301798,3,8.27,20.48,
301799,3,159.28,424.21,
301799,4,237.36,861.80,
301799,7,7.62,47.61,
301799,3,174.24,454.28,
301801,7,22.03,130.46,
301801,3,144.86,338.69,
301801,3,21.65,50.72,
301801,5,11.40,46.41,
301801,4,33.10,105.63,
301801,5,13.31,51.18,
301801,6,459.48,2074.56,
301801,4,550.29,1805.23,
301801,4,434.70,1409.77,
301801,5,134.38,513.54,
301803,5,57.10,241.46,
301803,2,76.38,122.35,
301803,3,409.08,1042.90,
301803,6,55.27,304.52,
301803,3,284.76,744.51,
301803,2,71.51,127.66,
301803,4,11.58,40.06,
301807,3,171.95,485.76,
301807,3,19.62,55.24,
301807,7,70.81,454.16,
301807,7,13.50,86.14,
301807,2,496.23,992.46,
301807,5,32.93,145.00,
301807,4,87.65,288.95,
301807,6,139.26,753.89,
301807,5,62.04,292.36,
301807,7,189.83,1237.55,
301807,5,24.07,115.38,
301807,6,439.74,2512.62,
301808,4,553.86,1689.89,
301808,3,12.86,29.18,
301808,3,11.65,28.15,
301808,6,218.12,928.80,
301808,4,239.52,737.09,
301808,2,232.56,340.34,
301808,3,485.52,1063.80,
301808,2,7.21,10.50,
301809,3,163.55,444.05,
301809,2,557.43,954.79,
301809,2,30.59,55.91,
301809,6,80.15,423.23,
301809,5,144.70,636.53,
301809,4,71.91,263.57,
301809,4,476.34,1699.75,
301809,3,42.93,108.42,
301809,3,72.46,204.69,
301810,2,312.17,548.91,
301810,4,33.10,114.95,
301810,3,48.87,122.17,
301810,2,19.06,31.50,
301810,5,228.48,971.21,
301811,4,139.84,470.60,
301811,3,300.51,783.68,
301811,3,452.34,1189.62,
301811,4,64.23,206.52,
301811,4,229.92,763.92,
301811,5,128.38,556.08,
301811,6,25.30,133.95,
301811,2,12.73,20.04,
301817,3,12.13,29.14,
301817,5,304.29,1129.85,
301817,3,25.70,53.88,
301817,3,19.24,43.92,
301817,7,153.52,815.87,
301818,1,437.64,408.05,
301818,4,8.18,27.79,
301818,3,166.90,444.40,
301818,5,97.82,425.07,
301819,6,26.11,113.38,
301819,4,8.69,27.83,
301819,6,304.92,1432.49,
301819,3,44.78,106.95,
301824,8,85.64,601.22,
301824,4,13.60,47.03,
301824,4,140.32,514.58,
301824,4,87.84,305.65,
301824,3,12.65,31.36,
301824,1,129.23,112.77,
301824,2,416.64,698.33,
301825,5,44.33,205.30,
301825,6,299.88,1600.59,
301825,2,71.12,131.39,
301825,3,45.23,120.54,
301825,3,99.74,273.42,
301827,6,8.55,41.33,
301827,7,168.61,1003.86,
301827,7,401.94,2183.14,
301827,2,8.72,14.68,
301827,3,31.91,87.40,
301827,7,392.70,2346.13,
301827,4,79.36,278.76,
301827,3,25.73,66.65,
301827,4,34.39,116.47,
301827,6,22.73,111.61,
301827,5,7.81,34.14,
301827,5,295.47,1225.57,
301830,4,484.50,1651.43,
301830,3,70.96,166.85,
301830,6,127.79,603.90,
301830,1,83.84,61.63,
301832,4,21.67,75.06,
301832,4,168.43,647.01,
301834,3,99.26,234.83,
301834,5,41.40,170.50,
301834,5,22.82,91.37,
301834,3,46.44,112.24,
301834,3,85.25,204.91,
301834,1,18.76,14.67,
301834,2,25.66,39.63,
301836,4,118.94,429.54,
301836,4,18.99,66.04,
301836,5,47.39,217.48,
301836,2,7.78,13.24,
301837,2,224.68,359.54,
301837,6,34.82,174.00,
301837,7,36.07,199.79,
301837,4,56.73,195.32,
301840,8,40.73,288.06,
301840,3,11.34,29.43,
301840,5,40.68,174.33,
301840,6,216.28,1122.82,
301840,3,48.92,112.33,
301840,2,113.99,200.20,
301841,1,24.14,21.96,
301841,1,21.82,17.90,
301841,3,135.70,342.26,
301841,4,252.96,914.62,
301841,4,45.09,160.54,
301841,2,192.90,353.17,
301842,2,165.83,315.20,
301842,5,218.33,937.59,
301842,3,214.43,567.34,
301842,5,13.19,61.86,
301842,5,112.57,520.34,
301842,2,240.96,409.07,
301842,4,424.62,1545.82,
301844,6,8.13,43.23,
301844,6,492.15,2724.13,
301844,4,58.01,216.89,
301844,3,77.64,200.91,
301844,3,49.01,138.40,
301845,4,125.66,372.70,
301845,1,82.58,64.44,
301845,4,45.36,142.39,
301845,3,35.71,81.21,
301845,5,114.46,422.84,
301846,3,94.66,239.22,
301846,5,48.65,207.30,
301846,6,110.45,598.65,
301846,3,34.75,85.36,
301846,2,126.97,223.90,
301846,3,172.30,451.58,
301846,4,117.76,449.87,
301846,3,115.29,304.90,
301846,9,76.54,605.54,
301847,9,116.94,949.03,
301847,5,159.45,685.01,
301847,5,61.24,253.10,
301847,3,185.15,492.94,
301847,3,547.23,1458.42,
301849,2,7.47,11.89,
301849,5,17.80,74.08,
301849,3,186.76,506.11,
301849,5,187.44,763.95,
301849,2,7.32,11.46,
301849,4,89.38,296.08,
301849,6,113.87,538.03,
301849,4,92.16,303.96,
301849,1,212.38,175.08,
301850,5,33.99,130.54,
301850,6,150.18,670.73,
301854,3,346.19,763.11,
301854,2,11.91,16.93,
301855,4,124.96,435.61,
301855,5,19.31,81.45,
301855,1,125.91,102.62,
301855,2,17.01,28.27,
301855,3,246.00,554.68,
301856,3,220.38,544.59,
301856,2,318.15,527.05,
301856,7,91.49,545.21,
301856,5,198.24,909.00,
301856,5,60.45,259.32,
301856,6,84.39,438.51,
301862,3,166.14,421.44,
301862,2,184.62,304.97,
301862,4,137.15,446.52,
301862,6,25.20,125.68,
301862,4,49.01,162.76,
301862,4,66.19,209.48,
301863,2,290.43,497.91,
301863,4,128.04,464.00,
301863,3,80.54,227.42,
301863,4,8.42,30.72,
301863,6,175.30,964.86,
301863,3,59.72,151.62,
301863,4,44.37,148.81,
301864,9,24.29,181.45,
301864,5,22.01,97.52,
301864,2,84.86,146.64,
301864,4,62.77,213.14,
301864,4,155.19,547.95,
301864,6,19.64,106.54,
301865,6,191.88,958.18,
301865,3,156.71,402.62,
301865,1,26.21,22.35,
301865,2,19.24,31.89,
301865,2,23.59,40.39,
301865,3,58.87,144.89,
301865,2,46.76,78.92,
301865,4,285.39,972.72,
301865,3,221.20,561.84,
301867,2,415.80,742.27,
301867,5,110.92,510.76,
301867,6,309.33,1587.11,
301867,3,460.02,1281.68,
301867,2,32.04,55.74,
301867,1,8.30,7.74,
301867,3,172.66,486.73,
301867,6,123.29,675.06,
301867,2,135.43,245.06,
301867,4,12.56,47.51,
301870,6,125.43,541.08,
301870,6,85.41,378.91,
301870,6,58.38,279.98,
301872,6,18.52,92.78,
301872,2,242.88,381.42,
301872,4,549.78,1771.59,
301872,1,132.40,109.73,
301872,8,32.34,194.67,
301872,5,260.40,980.32,
301872,3,217.71,541.09,
301873,7,530.91,3097.58,
301873,8,341.46,2470.36,
301873,5,49.05,206.20,
301873,2,153.52,262.60,
301873,8,25.63,175.49,
301873,4,164.46,556.37,
301873,3,164.77,424.65,
301873,6,163.33,823.97,
301873,3,145.62,362.81,
301873,3,17.19,40.38,
301873,6,195.37,976.06,
301873,3,224.16,574.88,
301873,3,7.91,22.36,
301874,7,137.71,842.83,
301874,4,45.54,156.45,
301874,3,102.05,272.99,
301874,4,35.11,110.96,
301874,10,255.12,2242.33,
301874,2,73.71,127.69,
301874,3,8.21,20.91,
301876,5,59.17,237.68,
301876,7,433.44,2464.78,
