invoice_id,customer_id,placed_at_utc,delivery_slot,grand_total,paid_total,declared_items,campaign_ref,order_status
305125,2442,2025-04-20T11:38:49Z,,1890.96,,2,NONE,pending_hold
305127,2442,2025-04-10T08:58:58Z,,991.3,,4,NONE,pending_hold
305128,2442,2025-04-28T06:55:51Z,,2007.62,,5,,paid
305129,2443,2025-04-24T10:14:14Z,,2079.68,2079.68,7,RAMADAN-BUNDLE,paid
305131,2448,2025-04-22T06:18:35Z,,2665.1,,6,WINTER-FLYER,shipped
305133,2450,2025-04-04T15:07:31Z,,2879.79,,8,LUX-R6,pending_hold
305134,2451,2025-04-21T06:23:34Z,,3265.89,,6,WINTER-FLYER,paid
305135,2451,2025-04-16T13:45:10Z,,2039.02,,7,,pending_hold
305136,2454,2025-04-01T06:11:53Z,,4453.64,,10,NONE,paid
305138,2462,2025-04-21T10:02:17Z,,9648.84,9648.84,11,LUX-R6,canceled
305140,2465,2025/04/14 11:41,,3107.58,,5,NONE,pending_hold
305154,2510,2025-04-10T11:28:37Z,,1712.8,1712.80,6,,paid
305155,2510,2025-04-21T09:56:25Z,,1861.27,,4,NONE,pending_hold
305156,2515,2025-04-02T12:09:07Z,,5243.98,5243.98,11,WINTER-FLYER,paid
305159,2518,2025-04-15T17:53:18Z,,4865.11,,7,WINTER-FLYER,paid
305160,2518,2025-04-10T11:55:23Z,,4450.93,,7,RAMADAN-BUNDLE,paid
305162,2519,2025-04-03T08:43:24Z,,3021.07,3021.07,4,RAMADAN-BUNDLE,paid
305163,2525,2025-04-01T13:34:36Z,,1753.29,1753.29,4,LUX-R6,paid
305170,2542,2025-04-23T14:21:20Z,,3903.22,3903.22,7,NONE,paid
305172,2554,2025-04-13T06:38:44Z,,3858.85,,5,WINTER-FLYER,pending_hold
305176,2560,2025-04-08T07:14:08Z,,2358.08,,4,NONE,paid
305181,2572,2025-04-26T19:42:43Z,,3607.42,3607.42,6,NONE,paid
305183,2575,2025/04/23 08:50,,1827.8,,6,WINTER-FLYER,paid
305184,2576,2025-04-05T09:44:53Z,,2972.37,,7,RAMADAN-BUNDLE,paid
305185,2577,2025/04/01 10:14,,1011.94,1011.94,3,WINTER-FLYER,shipped
305186,2580,2025-04-24T11:56:38Z,,2965.7,,4,RAMADAN-BUNDLE,paid
305188,2582,2025-04-08T06:01:27Z,,1607.59,,3,LUX-R6,paid
305193,2590,2025-04-11T06:06:21Z,,1600.15,1600.15,6,RAMADAN-BUNDLE,shipped
305198,2600,2025-04-26T13:36:24Z,,3116.02,3116.02,4,NONE,shipped
305199,2601,2025-04-12T12:10:30Z,,1245.22,1245.22,6,,paid
305205,2608,2025-04-10T10:59:39Z,,5253.59,5253.59,13,RAMADAN-BUNDLE,paid
305206,2609,2025-04-25T10:52:26Z,,2060.5,,6,RAMADAN-BUNDLE,shipped
305209,2611,2025-04-14T12:48:31Z,,972.72,,4,LUX-R6,paid
305215,2620,2025-04-18T08:38:59Z,,4857.3,4857.30,9,NONE,pending_hold
305223,2623,2025-04-13T11:26:22Z,,908.52,908.52,3,WINTER-FLYER,paid
305225,2626,2025-04-13T11:27:23Z,,2410.6,,5,LUX-R6,paid
305226,2626,2025-04-09T07:15:05Z,,4813.62,4813.62,9,WINTER-FLYER,paid
305230,2634,2025-04-23T11:21:58Z,,954.55,,3,,paid
305232,2635,2025-04-06T06:23:34Z,,3503.04,,6,,paid
305235,2643,2025-04-11T06:42:32Z,,7639.03,7639.03,15,RAMADAN-BUNDLE,paid
305236,2645,2025-04-26T09:19:47Z,,1239.98,,5,NONE,pending_hold
305249,2665,2025-04-14T11:34:54Z,,1023.55,1023.55,4,NONE,canceled
305250,2668,2025-04-15T09:18:02Z,,5623.61,5623.61,11,,pending_hold
305254,2670,2025-04-08T08:17:45Z,,4730.51,4730.51,6,WINTER-FLYER,paid
305264,2681,2025-04-10T13:51:05Z,,7453.86,7453.86,10,WINTER-FLYER,paid
305271,2689,2025-04-23T12:02:46Z,,3392.75,,7,NONE,paid
305274,2692,2025-04-21T12:23:52Z,,5430.51,5430.51,7,NONE,paid
305275,2694,2025-04-13T13:58:56Z,,2331.75,2331.75,4,NONE,paid
305285,2705,2025-04-10T11:34:04Z,,2319.16,,6,WINTER-FLYER,pending_hold
305301,2722,2025-04-11T11:00:53Z,,1438.72,,6,WINTER-FLYER,paid
305302,2725,2025-04-28T14:28:25Z,,1839.49,,7,,pending_hold
305304,2728,2025-04-17T13:33:28Z,,5781.84,5781.84,15,NONE,paid
305314,2748,2025-04-09T12:40:09Z,,4153.05,,8,NONE,paid
305318,2753,2025-04-24T10:36:03Z,,1788.79,,4,WINTER-FLYER,canceled
305321,2755,2025-04-19T08:11:43Z,,4246.18,,11,NONE,paid
305324,2761,2025-04-09T12:54:26Z,,5250.0,5250.00,5,WINTER-FLYER,pending_hold
305325,2762,2025-04-14T15:06:58Z,,2177.51,,4,WINTER-FLYER,paid
305332,2772,2025-04-02T12:49:54Z,,5034.14,,10,RAMADAN-BUNDLE,paid
305333,2780,2025/04/03 08:53,,2412.11,,3,NONE,paid
305337,2786,2025-04-26T16:25:55Z,,3747.04,,9,RAMADAN-BUNDLE,canceled
305339,2787,2025-04-16T09:06:08Z,,1696.03,1696.03,4,NONE,shipped
305342,2790,2025-04-25T07:35:59Z,,4150.12,,9,NONE,paid
305343,2790,2025-04-11T06:08:10Z,,7240.54,,14,NONE,canceled
305344,2796,2025-04-28T08:41:09Z,,1684.98,,6,WINTER-FLYER,pending_hold
305346,2803,2025-04-09T06:58:41Z,,2947.28,2947.28,7,,canceled
305352,1001,2025-05-13T09:41:23Z,,8274.13,,15,WINTER-FLYER,paid
305354,1001,2025-05-26T12:41:54Z,,4172.93,4172.93,9,,paid
305355,1002,2025-05-03T06:18:51Z,,3687.84,,6,RAMADAN-BUNDLE,paid
305364,1013,2025-05-17T12:01:31Z,,2530.59,2530.59,4,WINTER-FLYER,paid
305365,1013,2025-05-14T08:17:51Z,,1263.54,,4,RAMADAN-BUNDLE,paid
305367,1016,2025-05-06T06:54:05Z,,4805.23,4805.23,10,WINTER-FLYER,paid
305368,1016,2025-05-11T16:30:35Z,,2925.79,2925.79,5,,paid
305371,1020,2025-05-04T08:38:23Z,,3136.53,,7,WINTER-FLYER,shipped
305373,1023,2025-05-26T10:46:55Z,,5612.48,5612.48,13,,canceled
305384,1035,2025-05-22T14:43:27Z,,6085.4,,9,,canceled
305389,1036,2025-05-18T09:22:22Z,,8074.44,8074.44,13,LUX-R6,pending_hold
305391,1037,2025-05-06T11:17:27Z,,3985.45,3985.45,9,,paid
305395,1042,2025-05-06T06:11:38Z,,3817.43,,7,NONE,paid
305399,1048,2025-05-25T10:49:09Z,,1987.08,1987.08,4,RAMADAN-BUNDLE,paid
305400,1048,2025-05-22T11:36:02Z,,4046.4,4046.40,9,NONE,pending_hold
305404,1060,2025-05-15T10:30:37Z,,5975.0,5975.00,11,WINTER-FLYER,paid
305405,1062,2025-05-28T07:22:58Z,,3750.25,,9,NONE,canceled
305416,1083,2025-05-14T07:51:37Z,,5964.67,5964.67,5,NONE,pending_hold
305417,1083,2025-05-14T11:49:10Z,,3156.08,3156.08,5,NONE,shipped
305420,1087,2025-05-18T12:42:43Z,,1405.23,,6,WINTER-FLYER,paid
305425,1097,2025-05-26T17:22:51Z,,2887.89,,8,,paid
305426,1097,2025-05-21T09:29:55Z,,6562.72,,15,NONE,shipped
305429,1100,2025-05-26T08:41:57Z,,2205.7,,5,RAMADAN-BUNDLE,shipped
305430,1105,2025-05-25T09:09:12Z,,7273.9,,12,LUX-R6,paid
305431,1105,2025-05-18T12:22:20Z,,1949.99,1949.99,4,LUX-R6,pending_hold
305433,1109,2025-05-24T10:38:40Z,,4425.98,,14,,shipped
305434,1111,2025-05-11T06:00:06Z,,1130.81,,5,,shipped
305437,1116,2025-05-19T13:48:52Z,,2971.43,2971.43,9,RAMADAN-BUNDLE,paid
305438,1116,2025-05-20T14:13:42Z,,2391.18,2391.18,10,RAMADAN-BUNDLE,pending_hold
305446,1133,2025-05-05T09:17:53Z,,5181.09,5181.09,10,LUX-R6,pending_hold
305448,1135,2025-05-16T12:39:10Z,,1925.76,1925.76,4,NONE,canceled
305449,1135,2025-05-02T11:56:37Z,,1936.13,1936.13,5,NONE,shipped
305450,1135,2025-05-23T10:12:40Z,,2136.41,,7,NONE,canceled
305452,1137,2025-05-15T12:47:51Z,,2428.22,,6,WINTER-FLYER,paid
305457,1141,2025-05-12T06:19:44Z,,3049.25,,14,,paid
305458,1142,2025-05-18T12:41:10Z,,3919.43,,14,LUX-R6,canceled
305464,1144,2025/05/26 11:36,,2840.15,,4,LUX-R6,paid
305465,1144,2025-05-10T07:25:00Z,,2421.27,2421.27,7,NONE,shipped
305472,1156,2025-05-09T09:48:35Z,,1703.19,,5,NONE,shipped
305478,1164,2025-05-25T11:32:40Z,,4544.22,4544.22,5,LUX-R6,paid
305483,1167,2025-05-12T09:42:29Z,,2937.38,2937.38,5,NONE,shipped
305489,1174,2025-05-18T09:14:04Z,,5081.23,5081.23,9,NONE,pending_hold
305501,1200,2025-05-16T12:46:09Z,,792.98,792.98,3,LUX-R6,paid
305503,1201,2025-05-24T10:58:31Z,,5712.65,5712.65,12,LUX-R6,paid
305505,1204,2025-05-20T12:25:57Z,,3647.61,,7,NONE,paid
305507,1208,2025-05-12T06:18:46Z,,4881.03,4881.03,6,,canceled
305514,1229,2025-05-04T07:35:08Z,,4854.85,4854.85,9,NONE,canceled
305516,1232,2025-05-16T14:51:01Z,,6523.21,,7,WINTER-FLYER,canceled
305521,1243,2025-05-13T12:15:29Z,,1172.87,1172.87,2,WINTER-FLYER,pending_hold
305533,1262,2025-05-04T09:19:32Z,,3260.76,,5,NONE,paid
305536,1262,2025-05-15T08:37:50Z,,3092.1,,3,LUX-R6,canceled
305537,1262,2025-05-17T10:44:17Z,,4444.41,,7,RAMADAN-BUNDLE,pending_hold
305538,1264,2025-05-19T14:45:44Z,,8754.95,,10,,paid
305539,1264,2025-05-14T10:52:46Z,,1280.82,,4,WINTER-FLYER,pending_hold
305540,1265,2025-05-10T06:05:28Z,,2534.54,,6,RAMADAN-BUNDLE,shipped
305542,1267,2025-05-11T07:05:39Z,,5025.6,5025.60,8,WINTER-FLYER,paid
305543,1270,2025-05-24T13:42:36Z,,7537.48,,14,LUX-R6,paid
305545,1270,2025-05-17T08:52:00Z,,1079.53,,6,,paid
305550,1275,2025-05-27T13:55:14Z,,3306.06,3306.06,6,,canceled
305552,1277,2025-05-08T14:55:54Z,,1705.49,,4,NONE,pending_hold
305559,1292,2025-05-03T11:46:42Z,,2190.84,,9,RAMADAN-BUNDLE,shipped
305567,1297,2025-05-16T10:55:19Z,,1042.19,1042.19,2,RAMADAN-BUNDLE,paid
305568,1297,2025-05-03T14:24:11Z,,4102.23,4102.23,13,NONE,paid
305569,1304,2025/05/24 12:49,,1874.38,1874.38,4,,paid
305571,1307,2025-05-28T09:31:14Z,,4313.23,4313.23,11,WINTER-FLYER,shipped
305572,1307,2025/05/26 10:57,,1953.58,1953.58,7,,paid
305577,1314,2025-05-23T16:49:00Z,,2413.93,,7,,pending_hold
305579,1318,2025/05/17 11:34,,6567.27,,12,NONE,canceled
305582,1326,2025-05-26T10:46:00Z,,706.19,706.19,4,,paid
305583,1326,2025-05-02T08:48:56Z,,1649.22,,4,NONE,paid
305584,1326,2025-05-02T15:38:10Z,,2910.21,2910.21,4,RAMADAN-BUNDLE,paid
305588,1334,2025-05-10T11:00:11Z,,5938.32,,10,LUX-R6,shipped
305593,1345,2025-05-13T12:50:51Z,,6422.08,,15,NONE,paid
305598,1347,2025-05-25T09:55:23Z,,4930.21,,10,LUX-R6,shipped
305601,1357,2025-05-07T08:04:15Z,,2786.58,,4,,paid
305605,1372,2025-05-02T11:13:07Z,,1738.69,,4,,shipped
305607,1373,2025-05-17T14:03:48Z,,2553.02,,6,LUX-R6,paid
305610,1379,2025-05-23T11:07:52Z,,2486.03,2486.03,9,NONE,pending_hold
305614,1385,2025-05-04T06:36:20Z,,1156.41,1156.41,4,LUX-R6,canceled
305615,1385,2025-05-09T11:19:33Z,,3603.1,3603.10,10,RAMADAN-BUNDLE,canceled
305618,1392,2025-05-14T06:07:29Z,,3207.91,3207.91,4,,pending_hold
305620,1394,2025-05-11T10:55:03Z,,2460.5,2460.50,5,LUX-R6,pending_hold
305624,1407,2025-05-06T14:02:01Z,,3313.15,3313.15,8,RAMADAN-BUNDLE,paid
305629,1417,2025-05-18T06:53:40Z,,3917.45,3917.45,8,NONE,shipped
305630,1417,2025-05-19T11:14:15Z,,1859.16,,6,NONE,canceled
305632,1420,2025-05-20T11:52:53Z,,1065.14,,2,LUX-R6,pending_hold
305634,1429,2025-05-26T07:26:18Z,,5421.89,5421.89,9,RAMADAN-BUNDLE,canceled
305635,1429,2025-05-28T07:24:07Z,,3504.17,3504.17,5,,shipped
305640,1433,2025-05-26T13:01:37Z,,3790.48,,5,,paid
305641,1434,2025-05-08T08:20:26Z,,2318.96,2318.96,5,NONE,paid
305642,1435,2025-05-04T09:53:08Z,,1398.98,1398.98,2,WINTER-FLYER,canceled
305651,1454,2025/05/14 08:40,,6843.29,,15,WINTER-FLYER,pending_hold
305653,1454,2025-05-28T12:55:52Z,,4116.21,4116.21,6,WINTER-FLYER,canceled
305654,1460,2025-05-23T13:32:21Z,,728.24,,3,NONE,paid
305656,1460,2025-05-28T14:48:05Z,,2076.53,,4,,shipped
305658,1465,2025-05-25T09:59:56Z,,6541.89,,8,NONE,paid
305660,1467,2025-05-03T13:53:52Z,,2452.19,2452.19,9,RAMADAN-BUNDLE,shipped
305664,1471,2025-05-26T09:24:52Z,,3665.47,3665.47,10,WINTER-FLYER,paid
305667,1471,2025-05-20T12:51:19Z,,2061.5,,3,RAMADAN-BUNDLE,shipped
305673,1477,2025-05-07T07:52:01Z,,1898.25,1898.25,8,RAMADAN-BUNDLE,paid
305680,1484,2025-05-27T15:14:49Z,,1769.67,1769.67,4,LUX-R6,paid
305686,1495,2025/05/16 12:30,,1583.43,,9,NONE,pending_hold
305690,1507,2025-05-15T08:30:52Z,,1108.27,1108.27,4,,paid
305692,1517,2025/05/11 08:11,,1269.42,,4,NONE,pending_hold
305704,1538,2025-05-24T16:20:47Z,,4139.03,,3,RAMADAN-BUNDLE,canceled
305706,1544,2025-05-27T13:25:13Z,,3256.03,,6,WINTER-FLYER,shipped
305708,1546,2025-05-15T06:42:48Z,,1687.19,,8,NONE,paid
305709,1546,2025-05-04T10:52:52Z,,1463.65,1463.65,5,WINTER-FLYER,paid
305712,1548,2025-05-28T13:15:42Z,,1845.07,,6,,shipped
305732,1569,2025-05-17T12:46:38Z,,2210.41,2210.41,3,LUX-R6,paid
305733,1571,2025-05-04T15:54:18Z,,4694.44,,7,NONE,shipped
305738,1574,2025-05-10T14:07:00Z,,4867.25,4867.25,5,NONE,canceled
305749,1586,2025/05/07 16:16,,3256.44,,11,,canceled
305750,1586,2025-05-07T15:30:34Z,,1911.73,1911.73,5,NONE,shipped
305751,1586,2025-05-15T11:09:37Z,,2122.04,2122.04,6,WINTER-FLYER,paid
305754,1587,2025-05-12T11:28:44Z,,2423.89,,4,NONE,canceled
305759,1595,2025-05-14T11:18:28Z,,2074.54,2074.54,7,LUX-R6,paid
305762,1597,2025-05-11T10:38:56Z,,7155.74,7155.74,11,NONE,shipped
305768,1600,2025-05-09T12:28:49Z,,9629.56,,15,LUX-R6,paid
305771,1600,2025-05-14T08:11:52Z,,5960.1,5960.10,15,RAMADAN-BUNDLE,paid
305775,1605,2025-05-04T10:00:36Z,,904.4,904.40,8,LUX-R6,paid
305780,1609,2025/05/17 11:59,,3148.8,3148.80,4,WINTER-FLYER,canceled
305785,1615,2025-05-16T12:19:19Z,,2727.21,,5,RAMADAN-BUNDLE,canceled
305787,1616,2025-05-12T09:50:55Z,,4696.86,4696.86,9,RAMADAN-BUNDLE,canceled
305791,1621,2025-05-22T09:15:30Z,,4764.55,,8,NONE,canceled
305792,1621,2025-05-13T12:26:39Z,,4092.67,,10,,shipped
305794,1623,2025-05-26T13:40:56Z,,5505.02,,9,NONE,shipped
305797,1627,2025-05-24T14:22:14Z,,1479.69,1479.69,5,NONE,shipped
305803,1633,2025-05-11T09:02:41Z,,7232.01,7232.01,9,NONE,paid
305814,1646,2025-05-05T09:46:49Z,,8331.53,,15,LUX-R6,shipped
305822,1669,2025/05/22 20:07,,7797.99,,8,LUX-R6,canceled
305831,1673,2025-05-13T11:35:51Z,,3904.52,,8,RAMADAN-BUNDLE,pending_hold
305834,1678,2025-05-11T09:24:48Z,,2624.87,,6,RAMADAN-BUNDLE,shipped
305840,1687,2025-05-22T12:22:19Z,,2164.1,,4,WINTER-FLYER,paid
305842,1696,2025-05-15T11:54:03Z,,6692.2,,12,NONE,canceled
305843,1696,2025-05-28T15:59:52Z,,3620.34,,8,RAMADAN-BUNDLE,shipped
305849,1701,2025-05-08T07:57:31Z,,2504.0,2504.00,7,LUX-R6,paid
305853,1704,2025-05-15T09:01:14Z,,6431.12,,12,,paid
305854,1704,2025-05-25T14:12:21Z,,3822.22,,9,NONE,canceled
305856,1705,2025-05-28T08:42:30Z,,3175.13,,12,NONE,paid
305858,1706,2025-05-18T12:35:58Z,,4846.53,,7,WINTER-FLYER,paid
305860,1707,2025-05-20T11:29:14Z,,1850.18,,9,LUX-R6,canceled
305861,1707,2025-05-14T08:39:24Z,,3047.8,,9,RAMADAN-BUNDLE,pending_hold
305863,1708,2025-05-06T10:03:18Z,,13819.11,13819.11,14,,paid
305866,1714,2025-05-25T06:19:48Z,,3038.95,,9,,paid
305867,1715,2025-05-15T13:14:42Z,,4929.69,4929.69,9,,paid
305868,1718,2025-05-21T09:51:09Z,,7911.23,,11,LUX-R6,pending_hold
305871,1725,2025-05-19T10:36:28Z,,7598.3,7598.30,15,,paid
305874,1726,2025-05-02T12:23:20Z,,3590.94,3590.94,7,WINTER-FLYER,canceled
305876,1727,2025-05-04T10:49:42Z,,4572.33,,15,RAMADAN-BUNDLE,paid
305883,1740,2025-05-28T11:41:13Z,,2900.07,,5,NONE,paid
305886,1748,2025-05-13T08:42:53Z,,3023.78,3023.78,8,LUX-R6,paid
305887,1755,2025-05-06T13:49:36Z,,1563.48,,6,WINTER-FLYER,shipped
305895,1764,2025/05/01 14:15,,5833.38,5833.38,14,,paid
305903,1781,2025-05-24T11:44:40Z,,5715.8,,10,WINTER-FLYER,shipped
305908,1797,2025-05-16T09:38:13Z,,1497.64,,4,,shipped
305909,1799,2025-05-10T06:10:50Z,,5046.67,,9,LUX-R6,paid
305911,1804,2025-05-28T06:42:27Z,,3253.19,,6,NONE,paid
305915,1807,2025-05-15T07:02:50Z,,2776.73,,5,RAMADAN-BUNDLE,paid
305920,1820,2025-05-13T10:02:11Z,,2009.22,2009.22,5,LUX-R6,canceled
305921,1820,2025-05-02T10:24:56Z,,4165.02,4165.02,9,,paid
305923,1821,2025/05/26 12:35,,2804.09,2804.09,6,NONE,paid
305926,1823,2025-05-11T10:57:21Z,,4928.62,4928.62,9,LUX-R6,paid
305930,1825,2025-05-14T07:23:48Z,,6970.81,6970.81,8,NONE,paid
305932,1826,2025-05-15T10:33:33Z,,2439.9,2439.90,5,RAMADAN-BUNDLE,paid
305933,1833,2025-05-23T13:19:46Z,,4107.31,4107.31,9,NONE,canceled
305934,1833,2025-05-20T09:48:39Z,,3388.09,,8,,canceled
305936,1839,2025-05-11T09:09:21Z,,2588.24,,6,,shipped
305937,1839,2025-05-22T13:42:50Z,,1404.69,,3,WINTER-FLYER,shipped
305941,1843,2025-05-22T11:54:17Z,,6250.78,6250.78,12,LUX-R6,paid
305942,1843,2025-05-02T14:28:38Z,,2127.29,,3,NONE,paid
305949,1854,2025-05-19T11:58:49Z,,4686.13,,8,WINTER-FLYER,paid
305953,1857,2025-05-19T06:19:03Z,,1112.7,1112.70,4,NONE,paid
305954,1859,2025-05-17T09:58:58Z,,2882.22,,8,LUX-R6,shipped
305955,1864,2025-05-09T10:59:17Z,,3435.3,,8,NONE,shipped
305957,1866,2025-05-08T07:25:28Z,,12415.98,,14,LUX-R6,shipped
305962,1869,2025-05-28T09:40:14Z,,3373.94,,5,NONE,shipped
305964,1875,2025-05-12T07:44:33Z,,2339.78,,7,NONE,pending_hold
305973,1891,2025-05-26T09:44:02Z,,3006.76,,4,NONE,paid
305974,1892,2025-05-25T06:34:36Z,,2886.69,2886.69,7,WINTER-FLYER,shipped
305975,1893,2025-05-08T08:09:04Z,,5561.51,,7,NONE,paid
305979,1899,2025-05-10T12:52:18Z,,4350.58,4350.58,15,,shipped
305980,1899,2025/05/21 08:11,,2085.89,,3,NONE,canceled
305984,1902,2025-05-16T11:43:34Z,,3042.41,3042.41,7,NONE,pending_hold
305985,1904,2025-05-24T14:37:03Z,,5024.57,5024.57,3,,pending_hold
305987,1905,2025-05-24T14:41:46Z,,8073.38,8073.38,10,LUX-R6,paid
305990,1912,2025-05-24T09:42:17Z,,3035.83,3035.83,5,RAMADAN-BUNDLE,pending_hold
305996,1919,2025-05-13T11:47:02Z,,6161.04,,12,WINTER-FLYER,paid
305997,1923,2025-05-07T15:57:59Z,,5297.94,5297.94,8,NONE,paid
306001,1925,2025-05-28T10:58:38Z,,4025.06,4025.06,9,WINTER-FLYER,paid
306003,1926,2025-05-04T15:54:39Z,,1460.18,1460.18,7,NONE,canceled
306006,1931,2025-05-06T11:30:16Z,,4015.31,,8,LUX-R6,canceled
306008,1933,2025-05-05T06:39:28Z,,6217.8,,11,NONE,paid
306012,1938,2025-05-22T13:22:07Z,,2348.39,,6,NONE,paid
306013,1942,2025-05-23T13:52:34Z,,1239.44,1239.44,2,NONE,pending_hold
306016,1942,2025-05-15T06:14:02Z,,9060.92,9060.92,11,RAMADAN-BUNDLE,paid
306018,1946,2025-05-04T11:19:00Z,,2322.27,,7,RAMADAN-BUNDLE,paid
306020,1947,2025-05-04T15:15:29Z,,4338.44,4338.44,10,WINTER-FLYER,shipped
306021,1948,2025-05-26T12:31:36Z,,1690.9,1690.90,6,WINTER-FLYER,shipped
306022,1950,2025-05-13T12:30:38Z,,1856.36,1856.36,7,NONE,paid
306027,1958,2025-05-07T12:45:22Z,,1701.31,,7,WINTER-FLYER,canceled
306029,1959,2025-05-23T09:28:06Z,,5968.1,,7,NONE,shipped
306033,1961,2025-05-21T13:46:53Z,,7606.87,7606.87,12,NONE,paid
306034,1966,2025-05-22T06:01:26Z,,3067.89,,5,,paid
306037,1967,2025-05-21T07:17:12Z,,3092.89,,11,RAMADAN-BUNDLE,paid
306038,1969,2025-05-08T09:32:22Z,,3648.22,,7,NONE,paid
306039,1969,2025-05-12T11:45:51Z,,1596.34,1596.34,3,LUX-R6,paid
306040,1978,2025-05-01T06:45:24Z,,2242.26,,3,NONE,shipped
306043,1981,2025-05-08T09:54:33Z,,835.37,,5,RAMADAN-BUNDLE,canceled
306045,1985,2025-05-11T09:00:11Z,,1948.94,1948.94,9,LUX-R6,pending_hold
306047,1987,2025-05-24T14:21:12Z,,2554.67,2554.67,3,WINTER-FLYER,paid
306050,1991,2025-05-18T10:25:22Z,,3146.62,3146.62,5,,shipped
306054,1998,2025-05-02T15:41:07Z,,4359.61,,9,WINTER-FLYER,paid
306070,2036,2025-05-27T06:39:29Z,,5278.71,5278.71,7,NONE,paid
306071,2038,2025-05-01T06:26:08Z,,2661.8,,7,LUX-R6,paid
306073,2039,2025-05-19T11:45:23Z,,3652.75,,6,RAMADAN-BUNDLE,canceled
306076,2044,2025-05-12T09:27:35Z,,5421.94,5421.94,13,LUX-R6,paid
306077,2047,2025-05-25T16:38:16Z,,2468.02,2468.02,5,NONE,paid
306078,2047,2025-05-17T12:01:00Z,,3961.17,,11,NONE,shipped
306083,2052,2025-05-24T12:58:39Z,,4581.82,,11,LUX-R6,paid
306088,2063,2025-05-01T09:13:13Z,,903.54,903.54,9,LUX-R6,paid
306090,2064,2025-05-20T11:27:10Z,,4844.35,4844.35,7,NONE,pending_hold
306093,2065,2025-05-16T12:29:00Z,,2989.36,2989.36,4,,paid
306094,2069,2025-05-09T06:53:37Z,,10217.48,10217.48,10,,paid
306099,2076,2025-05-18T09:44:36Z,,1729.73,1729.73,3,NONE,paid
306101,2078,2025-05-25T10:16:02Z,,5101.21,,7,WINTER-FLYER,shipped
306102,2080,2025-05-19T13:27:17Z,,2135.37,,5,RAMADAN-BUNDLE,paid
306105,2087,2025-05-26T18:41:48Z,,3045.3,,8,NONE,paid
306108,2089,2025-05-28T10:07:33Z,,1725.38,1725.38,6,NONE,paid
306109,2089,2025-05-11T10:12:06Z,,3952.37,3952.37,7,WINTER-FLYER,shipped
306113,2093,2025-05-08T11:35:30Z,,1423.48,,3,,pending_hold
306117,2096,2025-05-23T09:05:24Z,,2117.75,,8,WINTER-FLYER,canceled
306120,2098,2025-05-27T09:47:37Z,,1971.28,1971.28,4,NONE,pending_hold
306122,2101,2025/05/14 10:24,,6408.94,,5,,pending_hold
306123,2109,2025-05-28T10:51:27Z,,4328.38,,10,NONE,paid
306127,2113,2025-05-20T07:20:56Z,,1823.86,1823.86,3,WINTER-FLYER,shipped
306130,2116,2025-05-21T08:49:42Z,,4950.11,,7,LUX-R6,paid
306132,2118,2025-05-19T10:26:04Z,,776.52,776.52,2,LUX-R6,paid
306137,2126,2025-05-12T11:19:55Z,,2374.84,,8,,shipped
306138,2130,2025-05-02T12:14:55Z,,4729.16,,10,RAMADAN-BUNDLE,paid
306143,2137,2025-05-01T06:54:21Z,,2754.78,,5,,canceled
306144,2137,2025-05-15T13:19:08Z,,3677.17,3677.17,8,LUX-R6,shipped
306148,2157,2025-05-16T09:08:06Z,,2680.03,,3,,paid
306149,2157,2025-05-19T14:40:23Z,,3884.72,,9,RAMADAN-BUNDLE,canceled
306155,2162,2025-05-27T09:15:02Z,,1759.04,1759.04,6,RAMADAN-BUNDLE,pending_hold
306156,2162,2025-05-09T07:07:19Z,,465.07,465.07,3,NONE,paid
306161,2166,2025-05-10T11:58:24Z,,5969.83,,12,NONE,pending_hold
306163,2167,2025-05-14T15:58:52Z,,8559.31,,8,LUX-R6,canceled
306172,2175,2025-05-06T11:17:12Z,,2193.61,2193.61,4,WINTER-FLYER,pending_hold
306174,2179,2025-05-11T06:49:18Z,,3867.32,3867.32,6,NONE,paid
306183,2194,2025-05-16T11:55:33Z,,6215.92,6215.92,10,LUX-R6,shipped
306188,2210,2025-05-28T08:31:39Z,,2323.57,,3,WINTER-FLYER,shipped
306194,2221,2025-05-28T13:34:48Z,,3561.23,,12,WINTER-FLYER,paid
306198,2230,2025-05-10T14:12:08Z,,583.66,583.66,3,LUX-R6,paid
306205,2237,2025-05-20T09:11:40Z,,460.33,460.33,2,RAMADAN-BUNDLE,shipped
306214,2254,2025-05-12T08:07:46Z,,1792.28,,3,WINTER-FLYER,shipped
306215,2254,2025-05-14T08:13:15Z,,4682.81,,4,LUX-R6,paid
306221,2259,2025-05-16T12:28:34Z,,4270.6,4270.60,8,NONE,paid
306223,2261,2025-05-22T10:45:09Z,,773.02,773.02,2,LUX-R6,paid
306232,2265,2025-05-13T13:46:50Z,,2637.8,2637.80,7,,canceled
306233,2265,2025-05-10T11:55:08Z,,3127.43,3127.43,6,NONE,paid
306235,2266,2025-05-16T13:20:08Z,,6097.7,6097.70,13,,pending_hold
306241,2282,2025-05-17T11:53:18Z,,1851.97,1851.97,4,NONE,paid
306242,2282,2025-05-16T14:27:49Z,,4811.91,4811.91,8,RAMADAN-BUNDLE,paid
306247,2288,2025-05-21T11:18:55Z,,6355.64,,6,RAMADAN-BUNDLE,shipped
306252,2297,2025-05-03T11:43:13Z,,6474.82,,8,WINTER-FLYER,paid
