invoice_line_id,invoice_id,quantity,unit_price,line_total,tax_regime_flag
7242,303685,3,216.24,589.65,
7243,303685,4,127.12,458.11,
7244,303685,2,561.00,1001.27,
7245,303685,4,204.18,602.09,
7246,303688,7,19.44,110.12,
7247,303688,3,109.74,296.01,
7248,303688,3,8.00,21.53,
7249,303688,3,218.12,580.53,
7250,303688,3,522.75,1383.21,
7251,303690,2,470.22,796.47,
7252,303690,3,142.56,355.86,
7253,303690,7,223.25,1292.71,
7254,303690,4,123.43,433.08,
7255,303690,4,59.78,185.43,
7256,303690,7,8.12,48.31,
7257,303690,5,161.22,707.35,
7258,303690,4,7.22,25.48,
7259,303690,4,17.35,60.83,
7260,303690,1,508.47,432.78,
7261,303690,3,461.16,1157.01,
7262,303690,4,143.88,481.88,
7263,303691,8,165.53 EGP,1257.45,
7264,303691,3,345.56,1013.40,
7265,303691,4,30.39,114.75,
7266,303691,2,12.59,23.75,
7267,303691,5,152.91,668.66,
7268,303691,2,128.30,220.41,
7269,303697,2,209.51 EGP,321.52,
7270,303697,2,415.80,676.30,
7271,303697,4,210.33 EGP,660.45,
7272,303697,4,87.55,276.42,
7273,303697,4,46.89,148.48,
7274,303697,3,116.11,249.95,
7275,303697,3,125.20,280.52,
7276,303697,5,420.00,1639.53,
7277,303697,5,8.69,33.03,
7278,303697,6,380.94,1773.46,
7279,303697,4,22.39,71.82,
7280,303697,6,416.22,1737.87,
7281,303697,4,60.57,191.66,
7282,303697,4,75.20,236.06,
7283,303697,7,315.95,1751.40,
7284,303699,3,82.27,199.18,
7285,303699,4,45.27,149.28,
7286,303699,8,183.92,1219.79,
7287,303699,2,129.76,206.38,
7288,303699,2,32.97,49.90,
7289,303701,4,160.34,487.44,
7290,303701,2,459.06,675.45,
7291,303701,6,333.27,1541.78,
7292,303701,2,95.52,140.88,
7293,303701,3,125.93,303.76,
7294,303701,4,18.99,55.94,
7295,303701,7,453.18,2406.73,
7296,303701,5,56.49,199.10,
7297,303701,2,8.17,12.42,
7298,303701,6,94.66,426.87,
7299,303705,6,190.96,824.79,
7300,303705,3,310.59,693.50,
7301,303705,6,56.30,239.19,
7302,303705,3,239.52,571.23,
7303,303705,3,41.76,94.75,
7304,303713,4,46.89,171.90,
7305,303713,6,451.08,2330.19,
7306,303713,7,124.14,786.70,
7307,303713,6,19.44,97.59,
7308,303713,5,201.72,918.79,
7309,303713,2,220.17,417.64,
7310,303717,3,233.76,601.53,
7311,303717,6,211.97,1175.74,
7312,303719,2,24.62 EGP,44.23,
7313,303719,5,391.02,1686.41,
7314,303719,2,64.60,116.68,
7315,303719,3,83.76,209.79,
7316,303719,4,102.62,350.65,
7317,303719,4,65.45,238.68,
7318,303722,5,164.91,552.13,
7319,303722,4,57.77,170.54,
7320,303722,4,113.87 EGP,341.97,
7321,303722,11,111.98,870.75,
7322,303722,9,45.68,337.95,
7323,303722,3,85.25,197.11,
7324,303722,2,146.22,233.60,
7325,303723,3,8.10,20.55,
7326,303723,5,71.98 EGP,299.37,
7327,303723,5,34.55,148.80,
7328,303723,4,292.32,1108.14,
7329,303723,4,498.27,1714.09,
7330,303723,3,190.96,503.99,
7331,303723,4,30.95,106.06,
7332,303723,6,7.53,40.24,
7333,303725,3,60.94,155.84,
7334,303725,5,252.00,1093.13,
7335,303725,8,60.27,413.86,
7336,303725,2,25.61,39.25,
7337,303725,6,22.63,110.90,
7338,303725,5,65.82,269.93,
7339,303725,3,18.63,44.78,
7340,303725,8,25.61,170.49,
7341,303725,6,137.26,685.00,
7342,303725,5,100.80,401.46,
7343,303725,4,8.37,25.76,
7344,303727,6,225.50,1175.25,
7345,303727,8,530.40,3690.81,
7346,303727,4,16.70,55.58,
7347,303727,4,64.36,223.48,
7348,303727,4,25.75,92.98,
7349,303727,3,7.64,19.03,
7350,303727,5,240.72,1048.23,
7351,303727,1,180.58,153.83,
7352,303727,7,72.93,407.81,
7353,303727,5,77.48,352.06,
7354,303727,3,23.81,62.30,
7355,303729,3,11.46,24.56,
7356,303729,4,26.11,81.28,
7357,303729,4,184.71,572.49,
7358,303729,2,119.06 EGP,185.67,
7359,303729,3,106.32,267.96,
7360,303729,4,8.00,25.56,
7361,303729,7,57.10,301.79,
7362,303729,5,24.46,91.83,
7363,303729,10,11.95,92.66,
7364,303729,3,146.98,350.23,
7365,303729,5,60.21,244.95,
7366,303729,3,44.01,106.26,
7367,303729,5,94.56,380.53,
7368,303733,2,21.89,36.68,
7369,303733,4,205.00,729.92,
7370,303733,6,531.93,2944.25,
7371,303733,4,114.34,394.69,
7372,303733,5,8.72,37.31,
7373,303733,5,161.74,680.89,
7374,303733,2,35.94,65.96,
7375,303733,2,7.30,11.88,
7376,303733,5,526.83,2257.15,
7377,303733,5,43.29,194.53,
7378,303734,5,48.87,191.85,
7379,303734,5,8.35,37.44,
7380,303734,5,126.98,533.03,
7381,303734,6,19.24,97.72,
7382,303734,3,45.63,111.54,
7383,303734,7,46.67 EGP,279.72,
7384,303734,4,247.20,811.35,
7385,303738,6,32.08,168.41,
7386,303738,7,550.80,3181.42,
7387,303738,4,78.58,266.58,
7388,303738,10,22.15,188.41,
7389,303738,2,56.43,94.78,
7390,303738,5,65.51,276.35,
7391,303738,6,65.21,337.07,
7392,303738,5,8.77,39.95,
7393,303738,5,154.58,627.20,
7394,303738,4,289.49,1013.23,
7395,303738,3,49.23,127.69,
7396,303739,5,398.16,1669.67,
7397,303739,2,13.68,22.82,
7398,303739,4,19.58,66.83,
7399,303743,3,428.82,1048.96,
7400,303743,7,190.65,1000.83,
7401,303743,4,109.03,343.72,
7402,303744,5,12.31,61.33,
7403,303744,4,125.27,462.21,
7404,303744,2,110.57,209.85,
7405,303744,5,198.44,861.14,
7406,303744,4,120.60,453.32,
7407,303744,2,7.95,13.26,
7408,303744,4,539.07,1795.77,
7409,303744,4,164.62,601.90,
7410,303746,6,125.40,687.75,
7411,303746,4,76.93,266.73,
7412,303746,2,17.87 EGP,35.74,
7413,303746,3,186.96,523.57,
7414,303746,2,126.61 EGP,218.97,
7415,303746,5,191.49,872.31,
7416,303751,4,223.45 EGP,803.53,
7417,303751,4,149.26,516.49,
7418,303751,3,33.53,85.67,
7419,303751,3,218.33,586.42,
7420,303751,1,234.72,188.16,
7421,303754,2,422.94,767.69,
7422,303754,5,22.58,89.78,
7423,303754,2,387.66 EGP,671.14,
7424,303754,4,8.42 EGP,26.23,
7425,303754,4,30.66,95.05,
7426,303754,5,158.84,660.13,
7427,303754,7,32.27,186.44,
7428,303754,4,89.57,292.77,
7429,303755,4,189.22,693.61,
7430,303755,4,8.61,29.12,
7431,303755,1,25.08,22.25,
7432,303755,2,24.24,43.86,
7433,303755,2,221.52,375.82,
7434,303755,6,286.97,1573.06,
7435,303755,6,232.56,1279.89,
7436,303755,9,40.77 EGP,329.46,
7437,303759,3,8.36,21.99,
7438,303759,8,24.89,184.25,
7439,303759,4,126.19,437.28,
7440,303759,2,161.73,265.09,
7441,303759,3,189.90,483.42,
7442,303759,7,143.34,903.52,
7443,303759,2,116.94 EGP,209.12,
7444,303759,7,17.12,105.67,
7445,303759,5,108.09,459.01,
7446,303763,3,13.23,36.00,
7447,303763,3,81.88,234.68,
7448,303763,1,228.72,218.60,
7449,303763,3,13.68,35.89,
7450,303763,3,391.44,1118.70,
7451,303763,4,18.95,70.83,
7452,303765,2,117.06,176.34,
7453,303765,3,33.99,78.24,
7454,303765,3,16.92,37.55,
7455,303765,3,56.61,128.69,
7456,303765,4,137.81,409.21,
7457,303765,3,89.57,192.93,
7458,303765,3,461.16,1001.61,
7459,303765,8,30.59,182.57,
7460,303773,1,8.75,7.80,
7461,303773,1,47.57,41.82,
7462,303773,4,92.64,345.98,
7463,303773,4,90.72,340.99,
7464,303775,9,47.03,392.43,
7465,303775,2,72.30,129.72,
7466,303775,4,75.36,278.20,
7467,303775,3,126.50,332.20,
7468,303775,8,100.03,763.67,
7469,303775,5,193.07,873.34,
7470,303775,4,144.55,534.32,
7471,303775,2,252.24,452.09,
7472,303786,3,12.06,29.86,
7473,303786,4,148.50,505.53,
7474,303786,7,165.38,1008.49,
7475,303786,5,43.25,185.14,
7476,303789,7,340.20,1982.23,
7477,303789,5,59.17 EGP,276.07,
7478,303789,5,315.63,1460.38,
7479,303793,6,43.34,217.42,
7480,303793,4,506.94,1697.18,
7481,303793,6,35.97,169.32,
7482,303793,7,339.89,2080.23,
7483,303795,4,526.83,1979.69,
7484,303795,3,42.71,109.94,
7485,303795,2,157.78,288.30,
7486,303795,6,202.95,1092.29,
7487,303795,3,494.70,1297.93,
7488,303795,3,234.96,608.75,
7489,303797,1,113.28,99.73,
7490,303797,5,63.50,257.24,
7491,303797,3,139.99,335.16,
7492,303797,6,7.66,36.87,
7493,303797,4,222.72,743.07,
7494,303797,3,155.19,385.17,
7495,303798,6,42.39,224.64,
7496,303798,6,13.25,68.86,
7497,303798,7,121.31,695.17,
7498,303798,4,8.06,28.74,
7499,303798,2,446.88,760.82,
7500,303798,4,91.87,304.10,
7501,303798,3,87.74,233.39,
7502,303798,2,222.96,432.35,
7503,303798,7,169.31,1127.38,
7504,303798,2,45.86,81.67,
7505,303798,4,88.42,329.85,
7506,303798,6,82.43,427.23,
7507,303799,3,19.64,49.53,
7508,303799,4,70.73,233.13,
7509,303799,4,523.77,1733.88,
7510,303799,4,232.08,794.73,
7511,303799,5,49.10,206.97,
7512,303799,7,163.55,912.72,
7513,303799,6,138.78 EGP,703.96,
7514,303799,3,88.32,220.90,
7515,303799,5,16.56,69.13,
7516,303799,5,521.22,2086.55,
7517,303801,2,7.34,11.93,
7518,303801,7,72.53,405.64,
7519,303801,5,158.58 EGP,646.97,
7520,303801,4,13.73,45.72,
7521,303801,1,146.53 EGP,123.07,
7522,303801,6,181.10,929.73,
7523,303803,5,42.12,175.17,
7524,303803,4,105.02 EGP,342.20,
7525,303803,4,8.61,30.21,
7526,303803,1,12.50,10.29,
7527,303803,7,319.10,1814.87,
7528,303803,7,415.38,2398.80,
7529,303803,5,544.68,2331.93,
7530,303804,6,209.51,1034.10,
7531,303804,5,7.78,34.77,
7532,303804,2,288.23 EGP,549.91,
7533,303804,6,192.70,979.19,
7534,303804,5,127.12,530.33,
7535,303806,6,61.55,319.37,
7536,303806,3,125.00,302.86,
7537,303806,2,161.04 EGP,285.05,
7538,303806,3,76.77,207.13,
7539,303806,3,12.80 EGP,37.88,
7540,303806,7,19.13,117.50,
7541,303806,6,108.09,550.93,
7542,303806,5,62.71,264.34,
7543,303807,7,193.32 EGP,984.25,
7544,303807,5,13.66,51.30,
7545,303810,6,403.20,1957.22,
7546,303810,6,46.58,235.52,
7547,303810,5,105.12,398.58,
7548,303810,6,217.68,1013.29,
7549,303810,2,7.48,10.67,
7550,303810,3,127.64,308.19,
7551,303810,1,103.68,79.23,
7552,303811,7,118.12,694.60,
7553,303811,2,13.65,21.64,
7554,303811,2,59.54,100.19,
7555,303811,2,19.69,33.23,
7556,303811,7,36.10,218.89,
7557,303811,4,165.62,556.94,
7558,303811,3,291.69,685.93,
7559,303811,4,78.81,256.36,
7560,303812,4,78.50,262.31,
7561,303812,1,312.80,251.22,
7562,303816,5,461.55,2181.04,
7563,303816,6,378.00,2014.80,
7564,303816,1,199.06,181.79,
7565,303816,4,41.04 EGP,144.79,
7566,303816,3,330.44,873.54,
7567,303819,8,25.32,172.82,
7568,303819,7,79.36,454.09,
7569,303819,3,320.04,828.54,
7570,303819,4,31.42,107.80,
7571,303819,8,295.79,2176.48,
7572,303819,3,170.90,439.95,
7573,303819,4,16.33,58.02,
7574,303819,3,86.50,225.79,
7575,303821,4,109.15,321.47,
7576,303821,7,12.75,62.41,
7577,303821,5,36.27,135.59,
7578,303821,2,84.62,130.58,
7579,303821,3,542.64,1330.17,
7580,303821,4,8.22,24.30,
7581,303821,4,24.34,73.90,
7582,303821,4,45.45,127.20,
7583,303821,6,252.96,1172.25,
7584,303821,4,214.64,682.12,
7585,303821,5,61.79,232.84,
7586,303821,4,24.43,73.12,
7587,303821,2,66.73,94.65,
7588,303821,3,141.66,331.79,
7589,303821,3,83.76 EGP,189.99,
7590,303822,1,94.85,70.19,
7591,303822,6,344.93,1653.38,
7592,303822,8,8.31,50.26,
7593,303822,2,78.11,133.91,
7594,303822,4,7.75,22.22,
7595,303822,3,17.87,41.76,
7596,303822,3,247.68,612.94,
7597,303822,4,7.61,24.32,
7598,303822,3,345.24,764.10,
7599,303822,5,173.18,610.31,
7600,303823,6,288.23,1342.30,
7601,303823,6,225.50,1015.31,
7602,303823,5,139.92,526.70,
7603,303823,4,161.57,510.65,
7604,303823,4,392.70,1330.75,
7605,303823,5,191.06,681.50,
7606,303823,2,95.62,153.84,
7607,303823,3,65.94,151.96,
7608,303823,3,63.68,150.63,
7609,303823,3,100.22,225.74,
7610,303823,3,41.63,100.63,
7611,303823,8,472.26,3102.61,
7612,303825,6,210.13,946.33,
7613,303825,4,63.81,197.82,
7614,303825,6,167.55,711.12,
7615,303825,6,133.19,641.32,
7616,303825,3,46.98,107.22,
7617,303825,7,227.28,1179.74,
7618,303825,4,47.52,150.67,
7619,303825,5,30.92,128.03,
7620,303830,4,125.80,426.55,
7621,303830,4,25.03,87.84,
7622,303830,4,234.24,896.69,
7623,303830,5,551.82,2559.25,
7624,303830,9,22.80,170.68,
7625,303830,6,12.74,74.02,
7626,303831,6,181.63,1014.02,
7627,303831,5,97.06,424.19,
7628,303832,1,311.85,291.47,
7629,303832,7,124.73,784.26,
7630,303832,4,12.59,45.48,
7631,303832,7,125.53,775.68,
7632,303832,5,32.57,153.66,
7633,303832,3,292.95,777.09,
7634,303832,3,250.80,662.81,
7635,303833,5,536.01,1964.12,
7636,303833,3,90.53,199.99,
7637,303833,3,126.38,293.46,
7638,303833,4,107.03,323.08,
7639,303833,6,414.12,1983.70,
7640,303833,4,530.40,1647.96,
7641,303833,6,11.46 EGP,56.01,
7642,303833,7,94.85,490.64,
7643,303833,2,432.18,727.83,
7644,303833,6,130.42,597.09,
7645,303833,5,40.73,161.17,
7646,303833,4,148.35,453.38,
7647,303833,4,18.65,59.55,
7648,303833,5,212.38,857.64,
7649,303833,7,25.82 EGP,132.66,
7650,303840,4,450.66,1454.48,
7651,303840,3,551.31,1313.16,
7652,303840,1,12.49,9.91,
7653,303840,4,95.23,314.62,
7654,303840,2,242.88,387.40,
7655,303841,4,225.60,671.91,
7656,303841,2,284.13,454.08,
7657,303841,2,11.31,17.76,
7658,303841,6,7.80,38.29,
7659,303841,3,186.96,404.16,
7660,303841,6,260.88,1017.62,
7661,303841,5,8.66,32.97,
7662,303842,3,168.08,415.39,
7663,303842,5,24.65,110.12,
7664,303842,3,17.77,45.95,
7665,303842,8,399.84,2681.82,
7666,303842,5,234.24,952.52,
7667,303844,5,172.66,708.33,
7668,303844,5,86.40,366.44,
7669,303844,4,139.26,424.77,
7670,303844,4,189.22,647.64,
7671,303844,5,41.00,168.46,
7672,303844,4,77.24,267.85,
7673,303848,2,79.91,136.47,
7674,303848,2,74.65,126.22,
7675,303848,3,36.27,94.68,
7676,303848,8,156.86,1114.96,
7677,303848,6,257.76,1317.52,
7678,303848,1,18.25,14.64,
7679,303854,3,389.34,876.05,
7680,303854,6,84.31,434.71,
7681,303854,3,65.70,167.81,
7682,303854,6,62.16,316.48,
7683,303854,4,11.40,38.50,
7684,303854,4,24.38 EGP,84.40,
7685,303854,3,137.94,387.02,
7686,303854,6,128.74,627.78,
7687,303854,3,18.38,46.34,
7688,303854,1,17.66,14.59,
7689,303854,5,515.61,2183.34,
7690,303854,3,225.36,554.62,
7691,303854,5,244.32,1038.23,
7692,303854,5,33.73,142.68,
7693,303854,8,17.48,118.79,
7694,303858,2,82.90,152.08,
7695,303858,5,11.90 EGP,56.96,
7696,303858,4,22.18,77.03,
7697,303858,1,33.69,31.26,
7698,303858,1,18.31,17.77,
7699,303858,5,114.70,520.78,
7700,303858,4,66.92,242.99,
7701,303858,3,138.07,403.16,
7702,303859,2,24.89,33.90,
7703,303859,5,401.52,1442.12,
7704,303859,6,24.67,100.83,
7705,303859,4,41.99,124.63,
7706,303859,5,48.42,174.56,
7707,303861,3,8.34,19.13,
7708,303861,3,7.81,18.61,
7709,303861,6,63.99,321.45,
7710,303861,6,13.03,61.01,
7711,303868,2,21.94,32.34,
7712,303868,7,145.01,887.79,
7713,303868,3,229.68 EGP,578.92,
7714,303868,2,93.22,155.52,
7715,303868,5,18.38 EGP,80.34,
7716,303869,2,46.31,76.50,
7717,303869,5,217.92,966.66,
7718,303869,4,121.57,403.39,
7719,303869,3,225.30,608.86,
7720,303869,4,44.69,150.89,
7721,303869,4,41.72,147.68,
7722,303872,4,145.31 EGP,508.76,
7723,303872,5,42.93,176.94,
7724,303872,7,8.76,52.02,
7725,303872,5,442.68,1794.17,
7726,303872,1,30.56,25.64,
7727,303876,5,23.69,105.19,
7728,303876,2,78.42,143.43,
7729,303876,1,100.13,92.95,
7730,303876,4,30.46,116.12,
7731,303876,4,164.91,589.35,
7732,303876,3,134.77,331.73,
7733,303876,2,435.12,781.93,
7734,303876,5,24.02,103.92,
7735,303879,5,304.92,1406.52,
7736,303879,3,86.98,227.85,
7737,303885,4,245.52,783.58,
7738,303885,6,303.98,1492.78,
7739,303886,5,548.76,2416.66,
7740,303886,2,388.08,642.13,
7741,303886,3,8.05,20.28,
7742,303886,4,65.76,218.13,
7743,303886,6,454.86,2375.90,
7744,303886,5,7.70,32.87,
7745,303891,1,205.82,151.22,
7746,303891,6,63.07,277.22,
7747,303891,6,18.49,85.95,
7748,303891,4,17.26,51.76,
7749,303891,4,307.76,930.01,
7750,303891,2,35.41,51.80,
7751,303891,3,90.72,196.18,
7752,303891,3,256.08,553.76,
7753,303891,7,143.18,754.99,
7754,303891,3,13.39,28.66,
7755,303891,3,256.80,585.35,
7756,303891,4,158.84,462.61,
7757,303892,4,34.88,103.15,
7758,303892,3,125.67,315.88,
7759,303892,5,119.72,472.23,
7760,303892,8,142.03,893.17,
7761,303900,2,252.24,429.03,
7762,303900,2,152.91,254.10,
7763,303900,7,203.36,1294.52,
7764,303900,4,32.44,107.49,
7765,303902,3,17.28,43.94,
7766,303902,5,163.40,713.53,
7767,303908,1,31.68,25.78,
7768,303908,3,186.74,499.73,
7769,303908,3,102.53,254.27,
7770,303908,6,126.14,589.32,
7771,303908,2,213.20,335.41,
7772,303910,5,45.36,181.12,
7773,303910,5,21.72,87.01,
7774,303910,5,137.10,561.68,
7775,303914,6,42.35,223.26,
7776,303914,4,8.33 EGP,29.51,
7777,303914,4,140.45 EGP,495.61,
7778,303914,3,256.80,616.08,
7779,303914,1,18.58,17.74,
7780,303914,6,18.65,102.34,
7781,303914,5,13.36,58.88,
7782,303914,4,22.99,80.75,
7783,303915,3,168.43,422.64,
7784,303915,6,8.68,44.62,
7785,303915,3,22.20 EGP,50.99,
7786,303915,5,198.85,794.01,
7787,303915,4,7.91,26.67,
7788,303915,5,185.86,812.08,
7789,303915,4,157.78,512.80,
7790,303915,4,43.83 EGP,153.13,
7791,303915,3,59.05,155.85,
7792,303919,5,7.82,27.04,
7793,303919,3,215.05,533.48,
7794,303919,3,252.48,623.95,
7795,303919,9,48.74,322.68,
7796,303920,2,18.56,27.49,
7797,303920,3,123.66,270.24,
7798,303920,2,8.45,12.46,
7799,303920,3,167.38,386.55,
7800,303920,5,26.21,101.90,
7801,303920,2,308.70,508.43,
7802,303920,4,240.96,725.32,
7803,303920,2,22.37,33.91,
7804,303921,4,56.24,164.11,
7805,303921,1,464.10,352.21,
7806,303921,4,22.13,63.03,
7807,303921,1,427.98,353.16,
7808,303921,7,22.15,114.64,
7809,303921,7,18.13,93.09,
7810,303921,4,125.66,407.11,
7811,303921,4,90.24,297.92,
7812,303921,3,7.21,15.22,
7813,303921,3,217.51,476.42,
7814,303921,6,79.13,363.72,
7815,303922,4,26.09,79.76,
7816,303922,5,475.83,1863.86,
7817,303922,5,74.03,260.53,
7818,303922,5,157.17,630.34,
7819,303923,5,123.31,573.55,
7820,303923,4,36.20,129.60,
7821,303923,2,166.32,295.82,
7822,303923,4,22.58,79.91,
7823,303923,5,84.70,401.53,
7824,303923,4,22.82,87.32,
7825,303923,3,25.66,71.40,
7826,303923,2,119.33,218.87,
7827,303923,4,73.71,278.27,
7828,303923,4,106.44,401.53,
7829,303923,3,108.44,304.88,
7830,303923,6,84.70,475.06,
7831,303924,4,322.25,979.10,
7832,303924,5,30.89,111.73,
7833,303924,6,66.00,282.21,
7834,303924,4,417.90,1326.50,
7835,303924,4,43.47 EGP,137.25,
7836,303924,3,11.41,26.60,
7837,303927,8,91.58,599.80,
7838,303927,3,111.75,272.13,
7839,303927,6,80.70,402.22,
7840,303927,2,7.66,13.35,
7841,303927,4,136.95,462.24,
7842,303928,2,118.47,210.16,
7843,303928,5,63.81,273.21,
7844,303932,4,7.56,24.89,
7845,303932,2,86.27,146.27,
7846,303932,7,384.30,2290.36,
7847,303932,6,11.34,53.56,
7848,303932,3,142.58,356.45,
7849,303932,5,244.08,982.65,
7850,303932,4,34.82,115.23,
7851,303932,7,470.73,2492.65,
7852,303932,3,128.83,304.90,
7853,303938,2,146.22,242.94,
7854,303938,3,91.78,237.72,
7855,303938,5,104.26,423.56,
7856,303943,8,220.79,1579.50,
7857,303943,4,65.03,239.32,
7858,303943,6,85.64,482.78,
7859,303943,6,341.78,1752.33,
7860,303943,4,232.08,850.97,
7861,303945,5,16.29,67.88,
7862,303945,5,149.87,577.67,
7863,303945,4,45.50,135.90,
7864,303945,1,70.96,58.35,
7865,303945,4,139.26,429.41,
7866,303945,3,321.62 EGP,750.06,
7867,303949,5,163.40,655.56,
7868,303949,3,142.73,358.85,
7869,303949,4,7.42,24.24,
7870,303949,4,401.10,1384.04,
7871,303951,6,19.73,93.95,
7872,303951,6,111.86,560.59,
7873,303951,3,25.51,54.93,
7874,303951,2,35.28,56.34,
7875,303951,6,489.09,2351.45,
7876,303953,1,291.69 EGP,226.58,
7877,303953,3,35.05,85.12,
7878,303953,3,185.33,445.09,
7879,303953,3,389.76,975.48,
7880,303953,5,514.08,2246.55,
7881,303953,5,13.29 EGP,52.51,
7882,303953,1,89.66,78.16,
7883,303956,5,102.05,400.76,
7884,303956,2,89.47 EGP,134.43,
7885,303956,3,110.33,259.51,
7886,303956,3,225.12,541.79,
7887,303963,3,25.80,62.05,
7888,303963,2,100.42,146.86,
7889,303963,2,94.27,145.42,
7890,303963,6,502.35,2407.83,
7891,303963,4,198.44,634.37,
7892,303963,5,222.22,853.67,
7893,303963,2,472.77,688.39,
7894,303965,4,191.31,677.37,
7895,303965,5,82.90,367.07,
7896,303965,3,345.87,915.71,
7897,303965,6,239.28,1206.89,
7898,303966,5,117.88,479.56,
7899,303966,5,56.06,220.10,
7900,303966,5,140.45,573.01,
7901,303966,3,133.19,303.39,
7902,303966,2,89.47,144.49,
7903,303966,5,459.06,1834.63,
7904,303966,2,331.07,543.15,
7905,303966,5,12.98,48.77,
7906,303967,5,155.95,692.96,
7907,303967,3,446.04,1175.78,
7908,303967,2,54.90,99.44,
7909,303967,3,13.65,34.06,
7910,303967,5,66.49,303.24,
7911,303967,1,101.28,88.93,
7912,303967,2,35.51,60.26,
7913,303967,3,159.28,389.93,
7914,303977,6,46.26,209.94,
7915,303977,2,125.67,181.11,
7916,303977,5,71.36,277.32,
7917,303978,5,13.44,56.12,
7918,303978,6,287.91,1471.74,
7919,303978,3,16.36,42.67,
7920,303978,5,55.21,235.38,
7921,303978,8,16.81,101.89,
7922,303981,7,165.53,946.90,
7923,303981,7,61.06,304.65,
7924,303981,4,95.52,265.59,
7925,303987,5,157.93,754.76,
7926,303987,6,230.88,1190.53,
7927,303987,7,65.94,411.00,
7928,303987,4,29.87,104.76,
7929,303989,2,47.48,75.54,
7930,303989,2,174.42,278.88,
7931,303991,3,302.40,754.31,
7932,303991,6,12.78,63.82,
7933,303991,2,55.39,88.60,
7934,303992,6,259.68,1278.71,
7935,303992,4,94.18,295.11,
7936,303992,4,167.38,586.50,
7937,303992,3,131.60,301.87,
7938,303992,1,86.11,73.35,
7939,303992,5,106.79,488.54,
7940,303992,6,31.68,147.97,
7941,303996,3,384.72,973.86,
7942,303996,1,523.77,468.82,
7943,304004,2,217.30,360.99,
7944,304004,6,194.96,942.11,
7945,304004,6,126.85,584.40,
7946,304004,6,99.17,496.79,
7947,304004,3,18.47,47.97,
7948,304004,5,510.51,1990.70,
7949,304004,4,63.26,207.72,
7950,304007,4,26.38,94.64,
7951,304007,6,82.43,449.50,
7952,304007,5,24.53,112.27,
7953,304007,4,220.58,815.63,
7954,304010,5,122.37,555.01,
7955,304010,3,76.46,206.02,
7956,304010,5,496.23,2202.06,
7957,304011,2,32.67,56.82,
7958,304011,7,128.27,760.53,
7959,304011,1,13.55,11.77,
7960,304011,8,115.76,868.74,
7961,304011,5,17.80,79.13,
7962,304011,2,13.34,25.82,
7963,304017,3,24.02,57.21,
7964,304017,4,7.98,25.66,
7965,304017,3,33.56,79.62,
7966,304017,3,32.74,74.89,
7967,304017,6,84.07,415.14,
7968,304017,5,435.54,1726.13,
7969,304019,5,17.69,78.39,
7970,304019,6,195.98,1058.30,
7971,304019,6,495.21,2834.25,
7972,304019,8,12.76,96.46,
7973,304021,2,126.98,212.49,
7974,304021,6,145.16,799.52,
7975,304021,3,22.56,64.25,
7976,304022,7,166.32,917.53,
7977,304022,5,32.80,114.94,
7978,304022,5,262.80,1031.04,
7979,304022,1,120.60,92.23,
7980,304033,5,546.72,2300.42,
7981,304033,6,23.74,129.81,
7982,304033,1,22.08,18.27,
7983,304033,5,88.13,363.68,
7984,304033,3,121.04 EGP,301.89,
7985,304033,4,162.80,603.37,
7986,304033,5,257.04,1065.02,
7987,304033,6,42.12,193.39,
7988,304034,4,499.80 EGP,1660.13,
7989,304034,8,153.06,958.40,
7990,304034,2,32.90,53.47,
7991,304034,4,424.20,1402.99,
7992,304034,2,108.09,172.98,
7993,304034,1,120.52,90.86,
7994,304034,5,12.33,45.87,
7995,304034,2,323.82,504.36,
7996,304034,2,178.11,276.12,
7997,304034,9,475.83,3277.00,
7998,304034,5,173.54 EGP,626.74,
7999,304034,2,64.42,97.90,
8000,304037,7,98.88,642.48,
8001,304037,2,165.53,284.44,
8002,304038,5,304.29,1141.40,
8003,304038,6,153.06,758.33,
8004,304038,4,25.85,77.67,
8005,304038,3,165.26,379.40,
8006,304038,4,8.69,25.36,
8007,304038,7,85.49,414.65,
8008,304039,5,114.34,546.21,
8009,304039,4,127.79,457.96,
8010,304039,2,238.80,406.96,
8011,304039,5,55.88,241.63,
8012,304039,6,16.74,86.44,
8013,304039,6,18.68,89.41,
8014,304039,1,125.80,112.87,
8015,304039,3,7.82,20.96,
8016,304039,5,110.68,463.00,
8017,304039,6,146.22,740.92,
8018,304040,4,411.60,1420.90,
8019,304040,7,8.70,49.99,
8020,304040,4,61.49,210.41,
8021,304040,7,555.39,3509.86,
8022,304040,4,187.17,613.40,
8023,304040,3,17.71,47.81,
8024,304040,3,115.76,303.39,
8025,304041,4,44.24,153.83,
8026,304041,2,60.57,103.06,
8027,304041,3,193.11,496.78,
8028,304042,5,82.50,325.31,
8029,304042,4,223.86,737.61,
8030,304042,4,72.77,224.25,
8031,304042,3,123.02,290.62,
8032,304042,5,188.40,756.14,
8033,304042,5,493.17,1908.14,
8034,304042,2,23.98,38.16,
8035,304042,6,338.63,1671.76,
8036,304042,3,185.15,448.89,
8037,304042,4,321.62,996.10,
8038,304042,5,233.52 EGP,954.32,
8039,304042,6,7.39,35.41,
8040,304047,2,113.87,185.60,
8041,304047,4,401.10,1283.09,
8042,304047,7,146.38,803.62,
8043,304047,3,184.71,426.58,
8044,304047,5,194.75,785.78,
